T_H,LST_Gauge,SUGRA_Gauge,source_files,num_sources
10,3 so8 + su2+g2,4 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,4 so8 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,3 so8 + su2+g2,4 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,5 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + su2+g2,5 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,5 so8 + su2+so7+su2,T011/Ext3,1
10,3 so8 + su2+g2,5 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,6 so8 + su2+g2,T011/Ext3,1
10,3 so8 + su2+g2,e6 + 3 so8 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,3 so8 + su2+g2,e6 + 3 so8 + 2 su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,e6 + 3 so8 + 2 su2+so7+su2,T011/Ext5,1
10,3 so8 + su2+g2,e6 + 3 so8 + 3 su2+g2,T011/Ext5,1
10,3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + 4 su3,T011/Ext5,1
10,3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + su2+so7+su2,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext4; T011/Ext5,2
10,3 so8 + su2+g2,e6 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e6 + 3 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,e6 + 4 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + su2+g2,e6 + 4 so8 + su2+g2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e6 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,e6 + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,e6 + 5 so8 + su2+g2,T011/Ext3,1
10,3 so8 + su2+g2,e7 + 3 so8 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,3 so8 + su2+g2,e7 + 3 so8 + 2 su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,e7 + 3 so8 + 2 su2+so7+su2,T011/Ext5,1
10,3 so8 + su2+g2,e7 + 3 so8 + 3 su2+g2,T011/Ext5,1
10,3 so8 + su2+g2,e7 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+g2,e7 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7 + 3 so8 + su2+g2 + 4 su3,T011/Ext5,1
10,3 so8 + su2+g2,e7 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,3 so8 + su2+g2,e7 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7 + 4 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + su2+g2,e7 + 4 so8 + su2+g2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,e7 + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,e7 + 5 so8 + su2+g2,T011/Ext3,1
10,3 so8 + su2+g2,e7p + 3 so8 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,3 so8 + su2+g2,e7p + 3 so8 + 2 su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,e7p + 3 so8 + 2 su2+so7+su2,T011/Ext5,1
10,3 so8 + su2+g2,e7p + 3 so8 + 3 su2+g2,T011/Ext5,1
10,3 so8 + su2+g2,e7p + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+g2,e7p + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7p + 3 so8 + su2+g2 + 4 su3,T011/Ext5,1
10,3 so8 + su2+g2,e7p + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,3 so8 + su2+g2,e7p + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7p + 4 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + su2+g2,e7p + 4 so8 + su2+g2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,e7p + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,e7p + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,e7p + 5 so8 + su2+g2,T011/Ext3,1
10,3 so8 + su2+g2,f4 + 3 so8 + 2 su2+g2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+g2 + 4 su3,T011/Ext5,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+g2 + su2+so7+su2,T011/Ext3; T011/Ext4,2
10,3 so8 + su2+g2,f4 + 3 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+so7+su2,T011/Ext2,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 3 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,f4 + 4 so8 + 2 su2+g2,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 4 so8 + su2+g2 + 2 su3,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 4 so8 + su2+g2 + su3,T011/Ext3,1
10,3 so8 + su2+g2,f4 + 4 so8 + su2+so7+su2,T011/Ext3,1
10,3 so8 + su2+g2,f4 + 4 so8 + su2+so7+su2 + su3,T011/Ext4,1
10,3 so8 + su2+g2,f4 + 5 so8 + su2+g2,T011/Ext3,1
10,3 so8 + su2+so7+su2,4 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,3 so8 + su2+so7+su2,4 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,3 so8 + su2+so7+su2,4 so8 + su2+so7+su2 + su3,T011/Ext2,1
10,3 so8 + su2+so7+su2,5 so8 + su2+so7+su2,T011/Ext2,1
10,4 so8,4 so8 + 2 su2+g2 + su3,T011/Ext3; T011/Ext5,2
10,4 so8,4 so8 + 4 su3,T011/Ext4,1
10,4 so8,4 so8 + su2+g2 + 2 su3,T011/Ext3; T011/Ext4,2
10,4 so8,4 so8 + su2+g2 + 3 su3,T011/Ext5,1
10,4 so8,4 so8 + su2+g2 + su2+so7+su2,T011/Ext5,1
10,4 so8,4 so8 + su2+so7+su2,T011/Ext1,1
10,4 so8,4 so8 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,4 so8,4 so8 + su2+so7+su2 + su3,T011/Ext2; T011/Ext4,2
10,4 so8,5 so8 + 2 su2+g2,T011/Ext5,1
10,4 so8,5 so8 + 2 su3,T011/Ext3,1
10,4 so8,5 so8 + 3 su3,T011/Ext4,1
10,4 so8,5 so8 + 4 su3,T011/Ext5,1
10,4 so8,5 so8 + su2+g2 + 2 su3,T011/Ext5,1
10,4 so8,5 so8 + su2+g2 + su3,T011/Ext3; T011/Ext4,2
10,4 so8,5 so8 + su2+so7+su2,T011/Ext4,1
10,4 so8,5 so8 + su2+so7+su2 + su3,T011/Ext5,1
10,4 so8,6 so8 + 2 su3,T011/Ext4,1
10,4 so8,6 so8 + su2+g2,T011/Ext3; T011/Ext4,2
10,4 so8,6 so8 + su3,T011/Ext3,1
10,4 so8,8 so8,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + 4 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + 5 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,2 e6 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,2 e6 + 3 so8 + 3 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + 5 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + 6 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + su2+g2 + 3 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + su2+g2 + 4 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 2 so8 + su2+so7+su2 + 4 su3,T011/Ext5,1
10,e6 + 2 so8 + 2 su3,e6 + 3 so8 + 5 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 3 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + 3 so8 + su2+g2 + 3 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + f4 + 2 so8 + 4 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + f4 + 2 so8 + 5 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + f4 + 2 so8 + su2+g2 + 2 su3,T011/Ext3,1
10,e6 + 2 so8 + 2 su3,e6 + f4 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + 2 so8 + 2 su3,e6 + f4 + 3 so8 + 3 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,2 e6 + 2 su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,2 e6 + 2 su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,2 e6 + 3 su2+so7+su2,T011/Ext4,1
10,e6 + 2 su2+so7+su2,2 e6 + so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,2 e6 + su2+g2 + 2 su2+so7+su2,T011/Ext3,1
10,e6 + 2 su2+so7+su2,2 e6 + su2+g2 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7 + 2 su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7 + 2 su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + e7 + 3 su2+so7+su2,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + e7 + so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7 + su2+g2 + 2 su2+so7+su2,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7 + su2+g2 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + e7p + 2 su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7p + 2 su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + e7p + 3 su2+so7+su2,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + e7p + so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7p + su2+g2 + 2 su2+so7+su2,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + e7p + su2+g2 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + f4 + 2 su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + f4 + 2 su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + f4 + so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + f4 + su2+g2 + 2 su2+so7+su2,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + f4 + su2+g2 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + so8 + 2 su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + so8 + 3 su2+so7+su2,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + so8 + su2+g2 + 2 su2+so7+su2,T011/Ext3,1
10,e6 + 2 su2+so7+su2,e6 + so8 + su2+g2 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + 2 su2+so7+su2,e6 + su2+g2 + 2 su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + 3 so8 + 2 su3,e6 + 3 so8 + 3 su3,T011/Ext1,1
10,e6 + 3 so8 + su2+g2,e6 + 3 so8 + su2+g2 + su2+so7+su2,T011/Ext3,1
10,e6 + 3 so8 + su2+g2,e6 + 3 so8 + su2+so7+su2,T011/Ext1,1
10,e6 + 3 so8 + su2+g2,e6 + 3 so8 + su2+so7+su2 + su3,T011/Ext2,1
10,e6 + 3 so8 + su2+g2,e6 + 4 so8 + su2+so7+su2,T011/Ext2,1
10,e6 + 3 so8 + su3,e6 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + 3 so8 + su3,e6 + 3 so8 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + 2 su3,2 e6 + f4 + 2 su2+g2 + 2 su3,T011/Ext5,1
10,e6 + f4 + 2 su3,2 e6 + f4 + 5 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + 2 f4 + 5 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + 2 f4 + su2+g2 + 4 su3,T011/Ext5,1
10,e6 + f4 + 2 su3,e6 + f4 + 2 su2+g2 + 3 su3,T011/Ext4; T011/Ext5,2
10,e6 + f4 + 2 su3,e6 + f4 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,e6 + f4 + 2 su3,e6 + f4 + 3 su2+g2 + 2 su3,T011/Ext5,1
10,e6 + f4 + 2 su3,e6 + f4 + 3 su2+g2 + su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + 6 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + 7 su3,T011/Ext5,1
10,e6 + f4 + 2 su3,e6 + f4 + so8 + 5 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + so8 + su2+g2 + 4 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + su2+g2 + 5 su3,T011/Ext4; T011/Ext5,2
10,e6 + f4 + 2 su3,e6 + f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4; T011/Ext5,2
10,e6 + f4 + 2 su3,e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,e6 + f4 + 2 su3,e6 + f4 + su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + f4 + 2 su3,e6 + f4 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + f4 + 2 su3,e6 + f4 + su2+so7+su2 + 4 su3,T011/Ext5,1
10,e6 + f4 + 3 su3,e6 + f4 + 2 su2+g2 + 3 su3,T011/Ext3; T011/Ext4,2
10,e6 + f4 + 3 su3,e6 + f4 + 6 su3,T011/Ext3,1
10,e6 + f4 + 3 su3,e6 + f4 + 7 su3,T011/Ext4,1
10,e6 + f4 + 3 su3,e6 + f4 + su2+g2 + 5 su3,T011/Ext3; T011/Ext4,2
10,e6 + f4 + 3 su3,e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + f4 + 3 su3,e6 + f4 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + f4 + so8 + 2 su3,e6 + f4 + so8 + 2 su2+g2 + su3,T011/Ext2,1
10,e6 + f4 + so8 + 2 su3,e6 + f4 + so8 + su2+g2 + su3,T011/Ext1,1
10,e6 + f4 + so8 + su2+g2 + su3,e6 + f4 + so8 + 2 su2+g2,T011/Ext1,1
10,e6 + f4 + so8 + su2+g2 + su3,e6 + f4 + so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + so8 + su2+g2 + su3,e6 + f4 + so8 + su2+so7+su2 + 2 su3,T011/Ext2,1
10,e6 + f4 + so8 + su2+g2 + su3,e6 + f4 + so8 + su2+so7+su2 + su3,T011/Ext1,1
10,e6 + f4 + so8 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+so7+su2 + 2 su3,T011/Ext1,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + 2 su2+g2 + 3 su3,T011/Ext3,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + su2+g2 + 5 su3,T011/Ext3,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + su2+so7+su2 + 4 su3,T011/Ext3,1
10,e6 + f4 + su2+g2 + 2 su3,e6 + f4 + su2+so7+su2 + 5 su3,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,2 e6 + f4 + 2 su2+g2 + 2 su3,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 2 su2+g2 + 3 su3,T011/Ext3; T011/Ext4,2
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext4; T011/Ext5,2
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 2 su2+so7+su2 + 2 su3,T011/Ext5,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 3 su2+g2 + 2 su3,T011/Ext4; T011/Ext5,2
10,e6 + f4 + su2+g2 + su3,e6 + f4 + 4 su2+g2,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + su2+g2 + 5 su3,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + f4 + su2+g2 + su3,e6 + f4 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + f4 + su2+so7+su2 + su3,2 e6 + f4 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + 2 f4 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + f4 + su2+so7+su2 + su3,e6 + f4 + su2+so7+su2 + 4 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,2 e6 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,2 e6 + so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,2 e6 + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,2 e6 + so8 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 2 so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 2 so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 2 so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 2 so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 2 so8 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + 3 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7 + so8 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7p + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7p + so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7p + so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7p + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + e7p + so8 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + f4 + 2 so8 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + f4 + so8 + 2 su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+g2 + su2+so7+su2 + su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+so7+su2 + 3 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + f4 + so8 + su2+so7+su2 + 4 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + 2 su2+so7+su2 + 2 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + 2 su2+so7+su2 + su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + su2+g2 + su2+so7+su2 + 3 su3,T011/Ext4,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + su2+so7+su2 + 4 su3,T011/Ext3,1
10,e6 + so8 + su2+so7+su2 + su3,e6 + so8 + su2+so7+su2 + 5 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + 2 so8 + 2 su2+so7+su2,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + 2 so8 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 2 su2+g2 + 2 su2+so7+su2,T011/Ext5; T011/Ext6,2
10,e7 + 2 su2+g2,e7 + 2 su2+g2 + 2 su2+so7+su2 + su3,T011/Ext6,1
10,e7 + 2 su2+g2,e7 + 2 su2+g2 + 3 su3,T011/Ext3,1
10,e7 + 2 su2+g2,e7 + 2 su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + 2 su2+g2 + su2+so7+su2 + 3 su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 2 su2+so7+su2 + 2 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + 2 su2+so7+su2 + 3 su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 3 su2+g2 + 3 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + 3 su2+g2 + su2+so7+su2,T011/Ext4; T011/Ext5,2
10,e7 + 2 su2+g2,e7 + 3 su2+g2 + su2+so7+su2 + su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 3 su2+so7+su2,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 3 su2+so7+su2 + su3,T011/Ext6,1
10,e7 + 2 su2+g2,e7 + 4 su2+g2,T011/Ext3; T011/Ext4,2
10,e7 + 2 su2+g2,e7 + 4 su2+g2 + 2 su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + 4 su2+g2 + su3,T011/Ext4; T011/Ext5,2
10,e7 + 2 su2+g2,e7 + 5 su2+g2,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + f4 + 2 su2+g2 + 2 su3,T011/Ext3,1
10,e7 + 2 su2+g2,e7 + f4 + 2 su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + f4 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + f4 + 3 su2+g2 + 2 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + f4 + so8 + 2 su2+g2 + su2+so7+su2,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + f4 + su2+g2 + 2 su2+so7+su2,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + f4 + su2+g2 + su2+so7+su2 + 2 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + so8 + 2 su2+g2 + 2 su3,T011/Ext3,1
10,e7 + 2 su2+g2,e7 + so8 + 2 su2+g2 + su2+so7+su2 + 2 su3,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + so8 + 2 su2+g2 + su2+so7+su2 + su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + so8 + 3 su2+g2 + 2 su3,T011/Ext4,1
10,e7 + 2 su2+g2,e7 + so8 + 3 su2+g2 + su2+so7+su2,T011/Ext5,1
10,e7 + 2 su2+g2,e7 + so8 + 3 su2+so7+su2,T011/Ext6,1
