T_H,LST_Gauge,SUGRA_Gauge,source_files,num_sources
29,4 e7 + su2+g2 + 4 su2+so7+su2,5 e7 + su2+g2 + 5 su2+so7+su2,T030/Ext4,1
29,4 e7 + su2+g2 + 4 su2+so7+su2,e6 + 4 e7 + 5 su2+so7+su2,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2,e6 + 4 e7 + so8 + 5 su2+so7+su2,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2,e6 + 4 e7 + su2+g2 + 4 su2+so7+su2 + su3,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + 2 su2+g2 + 4 su2+so7+su2,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + 2 su2+g2 + 4 su2+so7+su2 + su3,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + 5 su2+so7+su2 + 2 su3,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + 5 su2+so7+su2 + su3,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + su2+g2 + 4 su2+so7+su2 + 2 su3,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + e7p + su2+g2 + 5 su2+so7+su2,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,4 e7 + f4 + 2 su2+g2 + 4 su2+so7+su2,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + 2 su2+g2 + 4 su2+so7+su2,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + 2 su2+g2 + 4 su2+so7+su2 + su3,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + 5 su2+so7+su2 + 2 su3,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + 5 su2+so7+su2 + su3,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + su2+g2 + 4 su2+so7+su2 + 2 su3,T030/Ext2,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,5 e7 + su2+g2 + 5 su2+so7+su2,T030/Ext3,1
29,4 e7 + su2+g2 + 4 su2+so7+su2 + su3,e6 + 4 e7 + 2 su2+g2 + 4 su2+so7+su2,T030/Ext2,1
29,5 e6 + 2 f4 + 7 su3,6 e6 + 2 f4 + 8 su3,T030/Ext2,1
29,5 e6 + 2 f4 + 7 su3,6 e6 + 2 f4 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7 + 2 f4 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7 + f4 + 2 su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7 + f4 + so8 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7p + 2 f4 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e7p + f4 + so8 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + 2 f4 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + 2 su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + 2 su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + 2 su2+g2 + su2+so7+su2 + 5 su3,T030/Ext4,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + 3 su2+g2 + 5 su3,T030/Ext3,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + 3 su2+g2 + 6 su3,T030/Ext4,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + so8 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext3,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext3,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 7 su3,T030/Ext4,1
29,5 e6 + f4 + 2 su2+g2 + 5 su3,6 e6 + 2 f4 + 2 su2+g2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + so8 + su2+g2 + 6 su3,5 e6 + e7 + f4 + 2 so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + so8 + su2+g2 + 6 su3,5 e6 + e7 + f4 + so8 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + so8 + su2+g2 + 6 su3,5 e6 + e7p + f4 + 2 so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + so8 + su2+g2 + 6 su3,5 e6 + e7p + f4 + so8 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + so8 + su2+g2 + 6 su3,6 e6 + f4 + 2 so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7 + 2 f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7 + f4 + so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7 + f4 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7p + 2 f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7p + f4 + so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e7p + f4 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + 2 f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + 2 f4 + su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + 2 su2+g2 + 6 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + 2 su2+g2 + 7 su3,T030/Ext4,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + 2 su2+g2 + 8 su3,T030/Ext5,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + 3 su2+g2 + 6 su3,T030/Ext5,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + so8 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + so8 + su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + so8 + su2+g2 + 8 su3,T030/Ext4,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + 10 su3,T030/Ext5,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + 7 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + 8 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + 9 su3,T030/Ext4,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext4,1
29,5 e6 + f4 + su2+g2 + 6 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 7 su3,T030/Ext5,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + 2 f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + e7 + f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + e7 + f4 + su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + e7p + f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + e8 + f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 6 su3,6 e6 + e8 + f4 + su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 6 su3,7 e6 + f4 + su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e7 + f4 + 2 su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e8 + f4 + 2 su2+g2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e8 + f4 + 2 su2+g2 + 7 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e8 + f4 + su2+g2 + 8 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e8 + f4 + su2+g2 + 9 su3,T030/Ext3,1
29,5 e6 + f4 + su2+g2 + 7 su3,5 e6 + e8 + f4 + su2+g2 + su2+so7+su2 + 7 su3,T030/Ext4,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,5 e6 + e7 + 2 f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,5 e6 + e7 + f4 + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,5 e6 + e7 + f4 + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,5 e6 + e7p + 2 f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,5 e6 + e7p + f4 + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + 2 f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7p + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,5 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,7 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + so8 + 7 su3,6 e6 + f4 + 2 so8 + 7 su3,T030/Ext2,1
29,6 e6 + so8 + 7 su3,7 e6 + 2 so8 + 7 su3,T030/Ext2,1
29,6 e6 + so8 + 7 su3,7 e6 + so8 + 8 su3,T030/Ext2,1
29,6 e6 + so8 + su2+g2 + 6 su3,6 e6 + f4 + 2 so8 + su2+g2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + 2 f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7 + 2 su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7 + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7 + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7p + 2 su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7p + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7p + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,6 e6 + e7p + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,7 e6 + f4 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+g2 + su2+so7+su2 + 5 su3,7 e6 + so8 + su2+g2 + su2+so7+su2 + 5 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + 2 f4 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + f4 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + f4 + su2+so7+su2 + 7 su3,T030/Ext3,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + so8 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + so8 + su2+so7+su2 + 7 su3,T030/Ext3,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + su2+so7+su2 + 7 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7 + su2+so7+su2 + 8 su3,T030/Ext3,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7p + f4 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7p + so8 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,6 e6 + e7p + su2+so7+su2 + 7 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,7 e6 + e7 + su2+so7+su2 + 7 su3,T030/Ext3,1
29,6 e6 + su2+so7+su2 + 6 su3,7 e6 + e7p + su2+so7+su2 + 7 su3,T030/Ext3,1
29,6 e6 + su2+so7+su2 + 6 su3,7 e6 + f4 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,7 e6 + so8 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 6 su3,7 e6 + su2+so7+su2 + 7 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 7 su3,6 e6 + e7 + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,6 e6 + su2+so7+su2 + 7 su3,6 e6 + e7p + su2+g2 + su2+so7+su2 + 6 su3,T030/Ext2,1
29,e6 + 2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,e6 + 2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 3 su3,T030/Ext3,1
29,e6 + 2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,e6 + 2 e7 + e8 + f4 + 3 su2+g2 + 3 su2+so7+su2,T030/Ext3,1
29,e6 + 2 e7 + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,e6 + 2 e7 + e8 + f4 + 4 su2+g2 + 2 su2+so7+su2 + su3,T030/Ext3,1
29,e6 + 3 e7 + e7p + 4 su2+so7+su2,e6 + 3 e7 + e7p + 5 su2+so7+su2,T030/Ext1,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,2 e6 + 3 e7 + f4 + 3 su2+g2 + 3 su2+so7+su2,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + 2 f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + 2 f4 + 3 su2+g2 + 3 su2+so7+su2,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + 2 su3,T030/Ext3,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + e7p + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 3 e7 + e7p + f4 + 3 su2+g2 + 3 su2+so7+su2,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 4 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2 + 2 su3,T030/Ext3,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 4 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2,e6 + 4 e7 + f4 + 3 su2+g2 + 3 su2+so7+su2,T030/Ext2,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,2 e6 + 3 e7 + 2 f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext3,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,2 e6 + 3 e7 + f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,2 e6 + 3 e7 + f4 + so8 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext3,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,2 e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 3 su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,e6 + 3 e7 + 2 f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,e6 + 3 e7 + 2 f4 + su2+g2 + 3 su2+so7+su2 + 3 su3,T030/Ext2,1
29,e6 + 3 e7 + f4 + su2+g2 + 3 su2+so7+su2 + 2 su3,e6 + 3 e7 + 3 f4 + 2 su2+g2 + 3 su2+so7+su2 + su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 4 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 5 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 2 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,2 e6 + e7 + e8 + 2 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 4 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 5 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 2 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + 2 e7 + e8 + 2 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 4 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 5 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 2 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext4,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e7p + e8 + 2 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext3,1
29,e6 + e7 + e8 + 2 f4 + 3 su2+g2 + su2+so7+su2 + 2 su3,e6 + e7 + e8 + 3 f4 + so8 + 3 su2+g2 + su2+so7+su2 + 3 su3,T030/Ext3,1
30,11 so8 + 2 su2+g2,2 e8 + 11 so8 + 2 su2+g2,T031/Ext2,1
30,11 so8 + 2 su2+g2,e6 + e8 + 11 so8 + 2 su2+g2,T031/Ext2,1
30,11 so8 + 2 su2+g2,e7 + e8 + 11 so8 + 2 su2+g2,T031/Ext2,1
30,11 so8 + 2 su2+g2,e7p + e8 + 11 so8 + 2 su2+g2,T031/Ext2,1
30,12 so8 + su2+g2 + su3,e6 + e8 + 12 so8 + su2+g2 + su3,T031/Ext2,1
30,12 so8 + su2+g2 + su3,e8 + f4 + 12 so8 + su2+g2 + su3,T031/Ext2,1
30,2 e6 + 3 e7 + 4 su2+so7+su2 + 2 su3,2 e6 + 3 e7 + f4 + 4 su2+so7+su2 + 3 su3,T031/Ext2,1
30,2 e6 + 3 e7 + 4 su2+so7+su2 + 2 su3,3 e6 + 3 e7 + 4 su2+so7+su2 + 3 su3,T031/Ext2,1
30,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext2,1
30,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 3 su2+so7+su2,T031/Ext3,1
30,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e7p + e8 + f4 + 4 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e7p + e8 + f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e7p + e8 + f4 + 5 su2+g2 + 2 su2+so7+su2,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e7p + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2,2 e7 + e8 + 3 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2,3 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2,e6 + 2 e7 + e8 + 2 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 2 so8 + 3 su2+g2 + 2 su2+so7+su2 + su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 2 so8 + 5 su2+g2 + su2+so7+su2,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + 4 su2+g2 + 2 su2+so7+su2 + su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + so8 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + so8 + 4 su2+g2 + su2+so7+su2 + 3 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 2 f4 + so8 + 5 su2+g2 + su2+so7+su2 + su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 3 f4 + 3 su2+g2 + 2 su2+so7+su2 + 2 su3,T031/Ext3,1
30,2 e7 + e8 + 2 f4 + 4 su2+g2 + su2+so7+su2 + su3,2 e7 + e8 + 3 f4 + 3 su2+g2 + 2 su2+so7+su2 + 3 su3,T031/Ext4,1
