LSTGauge,n_bases
e7+g2+g2+so8+so8+so8+su2+su2,57
e6+e7+e7+f4+so7+so7+su2+su2+su2+su2+su3,57
e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su3+su3,57
e7+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2+su3,57
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,57
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,57
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,57
e6+e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,57
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,57
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,57
e7+e7+e7+f4+g2+so7+so7+sp1+su2+su2+su2+su2,56
e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3+su3,56
e8+e8+f4+f4+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su3+su3,56
e6+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2,56
e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2+su2+su2,56
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,56
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,56
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,56
g2+so7+so8+sp1+su2+su2,55
e8+f4+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,55
e8+e8+f4+g2+g2+sp1+sp1,55
e6+e6+e7+e7+e7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su3,55
e7+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+su2+su2,55
e6+e6+e7+e8+f4+f4+g2+g2+g2+sp1+sp1+sp1+su3+su3,55
e8+e8+f4+f4+g2+g2+g2+so8+sp1+sp1+sp1+su3,55
e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,55
e7+e7+e7+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+su2+su2+su2+su2+su2,55
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2+su3,55
e6+e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su3,55
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+su3,55
e6+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,55
f4+f4+so7+su2+su2+su3,54
e6+e7+g2+so7+so8+so8+su2+su2+su2,54
e8+f4+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,54
e6+e6+e6+e6+e7+f4+g2+su2+su3+su3+su3+su3+su3,54
e6+e7+e7+e7+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2,54
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1,54
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,54
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,54
e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,54
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,54
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,54
e8+g2+g2+so8+so8+sp1+su2,53
e6+e6+e7+g2+so7+so8+su2+su2+su2+su3,53
e6+e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+su2,53
e7+e7+e7+e7+g2+g2+so7+so7+so7+so8+sp1+su2+su2+su2+su2+su2+su2+su2,53
e7+e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,53
e8+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,53
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,53
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,53
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,53
e8+f4+f4+g2+g2+g2+so7+sp1+sp1+su2+su2+su2,52
e6+e6+e6+e6+e6+e6+so7+su2+su2+su3+su3+su3+su3+su3,52
e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,52
e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,52
e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3,52
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,52
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,52
e6+e8+f4+f4+g2+g2+g2+g2+sp1+sp1+sp1+sp1,51
e7+e7+e7+e7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,51
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,51
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,51
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,51
e6+e6+e6+e6+so8+su3+su3+su3+su3+su3+su3,50
e7+e7+e7+e7+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su3,50
e6+e6+e6+e6+e6+f4+su3+su3+su3+su3+su3+su3,50
e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,50
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2+su3,50
e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2,50
e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,50
e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,50
e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+so7+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2+su2,50
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,50
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,50
e7+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,50
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,50
e6+e6+e6+e6+e7+f4+g2+su2+su3+su3+su3+su3,49
e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3,49
e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,49
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,49
e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,49
e7+f4+f4+g2+g2+sp1+su2+su3,48
e6+e6+e6+su3+su3+su3+su3+su3+su3,48
e6+e6+e6+e6+e6+f4+so7+su2+su2+su3+su3+su3+su3+su3,48
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2+su2+su3,48
e7+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,48
e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,48
e6+e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3+su3,48
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,48
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,48
e8+f4+f4+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2,47
e7+e7+f4+g2+g2+so7+so7+so8+su2+su2+su2+su2+su2+su2,47
e6+e6+e6+f4+f4+g2+su2+su3+su3+su3+su3+su3,47
e7+e7+e7+e8+f4+f4+g2+g2+g2+so7+so7+sp1+su2+su2+su2+su2+su2+su2,47
e6+e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3+su3,47
e7+e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,47
e6+e6+e6+f4+so7+su2+su2+su3+su3,46
e8+f4+f4+g2+sp1+su3+su3,46
e8+g2+so8+so8+so8+so8+so8+sp1+su3,46
g2+g2+so8+so8+so8+so8+so8+so8+so8+sp1+sp1,46
e7+e7+e7+f4+f4+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su3,46
e7+e8+f4+f4+f4+g2+g2+g2+g2+so7+sp1+sp1+sp1+su2+su2+su2,46
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3,46
e7+e7+e7+e7+e7+e7+e7+so7+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,46
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,46
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,46
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,46
e6+e6+e6+e6+e6+e6+e8+f4+g2+sp1+su3+su3+su3+su3+su3+su3,45
e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,45
e6+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,45
e7+e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,45
f4+f4+g2+so8+su2+su3,44
e7+f4+g2+g2+so8+so8+su2+su2,44
so8+so8+so8+so8+so8+so8+su3+su3,44
e6+e6+e7+f4+f4+g2+su2+su3+su3+su3,44
e7+e7+e7+e7+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2,44
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+su3,44
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+su2+su2,44
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,44
e7+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2+su2,44
e6+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,44
e7+g2+so8+so8+so8+sp1+su3,43
e6+e7+f4+g2+so8+sp1+su3+su3,43
e6+e6+e6+e7+so7+so8+su2+su2+su3+su3+su3,43
g2+so8+so8+so8+so8+so8+so8+so8+su2,43
e8+g2+so8+so8+so8+so8+so8+so8+so8+sp1,43
e6+e8+e8+f4+f4+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su2,43
e6+e6+e6+e6+e6+e6+e6+e8+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3,43
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,43
e7+e7+e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,43
e7+e7+e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,43
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,43
e6+f4+g2+so8+sp1+su3,42
e6+e6+e6+e6+su3+su3+su3+su3+su3+su3+su3,42
e8+g2+so8+so8+so8+so8+so8+so8+so8+so8+sp1,42
e6+e6+e7+e7+f4+g2+so7+so7+su2+su2+su2+su2+su2+su3,42
e7+e7+f4+g2+g2+so7+so7+so8+sp1+su2+su2+su2+su2+su2,42
e7+e7+e7+e7+f4+g2+so7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2+su2+su2,42
e8+e8+f4+f4+f4+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+su3,42
e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,42
e6+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,42
e7+e7+e7+e7+e7+e7+f4+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,42
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,42
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,42
e6+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,42
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,42
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,42
e6+f4+so7+so8+su2+su2+su3,41
e7+f4+f4+g2+sp1+su3+su3,41
e6+e6+e7+f4+g2+g2+so7+su2+su2+su2+su2,41
e6+e8+f4+g2+g2+sp1+sp1,41
e7+e7+f4+g2+so7+so7+so8+su2+su2+su2+su2+su2+su3,41
e6+e8+f4+f4+g2+g2+g2+so8+sp1+sp1+sp1+su3,41
e6+e7+e7+e7+f4+g2+so7+so7+su2+su2+su2+su2+su2+su3,41
e6+e7+e8+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+su2+su2,41
e6+e7+e7+e7+f4+g2+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su3+su3,41
e7+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+so7+so8+sp1+sp1+sp1+sp1+su2+su2+su2+su3,41
e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,41
e7+e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,41
e7+e7+e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,41
e7+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,41
e8+e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,41
e8+g2+g2+so8+so8+so8+sp1+su2,40
e7+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2+su2,40
e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3,40
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,40
e6+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3+su3,40
e7+e7+e7+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,40
e7+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su3,40
e7+e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2,40
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,40
e7+so7+so7+so8+so8+su2+su2+su2+su2,39
e6+e6+e7+f4+g2+so7+su2+su2+su2+su3+su3,39
e6+e8+f4+f4+g2+sp1+su3+su3,39
e7+e7+e7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2,39
e6+e6+e6+e6+e6+e6+su3+su3+su3+su3+su3+su3,39
e6+e6+e6+e6+e6+e6+e8+f4+g2+sp1+su3+su3+su3+su3+su3+su3+su3,39
e7+e7+e7+e7+e7+f4+so7+so7+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,39
e6+e7+e7+e7+e7+e8+f4+g2+g2+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2,39
e8+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so8+so8+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,39
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,39
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,39
e7+g2+so8+so8+so8+so8+su2+su3,38
e7+e7+f4+g2+g2+g2+so8+sp1+su2+su2,38
e6+e6+e6+e6+g2+su2+su3+su3+su3+su3+su3,38
g2+so8+so8+so8+so8+so8+so8+so8+so8+so8+sp1+su3,38
e6+e6+e6+e6+e6+f4+f4+g2+g2+sp1+su2+su3+su3+su3+su3+su3+su3,38
e7+e7+e7+e7+e7+e7+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,38
e7+e8+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su2,38
e7+e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1,38
e6+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su3,38
e8+f4+g2+so7+sp1+su2+su2,37
e6+e6+e8+f4+g2+g2+sp1+su2+su3+su3,37
e7+e8+f4+g2+g2+g2+so8+sp1+su2+su2,37
e6+e6+e8+f4+f4+g2+sp1+su3+su3+su3,37
e7+e7+e7+f4+g2+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su2,37
e6+e6+e6+e6+e6+f4+su3+su3+su3+su3+su3+su3+su3,37
e7+e7+e7+f4+f4+g2+g2+g2+g2+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2,37
e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2,37
e7+e7+e7+e7+e7+f4+g2+g2+g2+so7+so7+so7+so7+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2,37
e6+e7+e7+e7+e7+e7+e7+f4+g2+g2+so7+so7+so7+so7+so7+so7+sp1+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su2+su3,37
e8+e8+e8+e8+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2,37
e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su3,37
e7+e8+e8+e8+e8+e8+e8+f4+f4+f4+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+sp1+su2,37
so7+so8+so8+so8+so8+su2+su2,36
e6+e7+f4+f4+g2+g2+g2+su2+su2+su2,36
e8+f4+f4+f4+g2+g2+g2+so8+sp1+sp1+su2+su3,36
e6+e7+e7+so7+so7+so7+so8+su2+su2+su2+su2+su2+su2+su3,36
e6+e6+e6+e6+e6+f4+g2+su2+su3+su3+su3+su3+su3,36
e6+e8+e8+f4+f4+f4+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+sp1,36
e7+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+sp1+sp1+sp1+sp1+su2+su2+su2,36
e8+e8+e8+f4+f4+g2+g2+g2+g2+g2+g2+so8+sp1+sp1+sp1+sp1+sp1+sp1+su3+su3,36
e6+e7+e8+e8+e8+f4+f4+f4+f4+g2+g2+g2+g2+g2+g2+g2+so7+sp1+sp1+sp1+sp1+sp1+sp1+su2+su2+su2+su3+su3,36
