LST_type,T_H,LST_id,n_bases
N2,12,11613,154
N2,12,11615,209
N2,12,11617,58
N2,12,11620,175
N2,12,11701,11
N2,12,11702,7
N2,12,11707,27
N2,12,11708,43
N2,12,12059,38
N2,12,12060,141
N2,12,12064,466
N2,12,12067,100
N2,12,12068,94
N2,12,12083,11
N2,12,12084,19
N2,12,12085,177
N2,12,12090,8
N2,12,12132,927
N2,12,12143,2922
N2,12,12174,1088
N2,12,12178,1901
N2,12,12202,66
N2,12,12207,5132
N2,12,12213,2703
N2,12,12220,455
N2,12,12238,21
N2,12,12244,68
N2,12,12246,255
N2,12,12251,563
N2,12,12259,390
N2,12,12260,1494
N2,12,12263,5
N2,12,12265,169
N2,12,12266,23
N2,12,12267,173
N2,12,12268,51
N2,12,12272,49
N2,12,12281,357
N2,12,12282,1288
N2,12,12321,62
N2,12,12322,18
N2,12,12323,41
N2,12,12412,10
N2,12,12416,13
N2,12,12679,12
N2,12,12703,90
N2,12,12706,16
N2,12,12707,50
N2,12,12720,38
N2,12,12721,59
N2,12,12728,9
N2,12,12730,12
N2,12,12731,21
N2,12,12734,47
N2,12,12735,10
N2,12,12736,91
N2,12,12737,3
N2,12,12790,17
N2,13,11305,149
N2,13,11306,13573
N2,13,11330,27
N2,13,11331,12
N2,13,11336,56
N2,13,11337,75
N2,13,11338,111
N2,13,11339,89
N2,13,11531,6284
N2,13,11539,2877
N2,13,11550,661
N2,13,11552,2935
N2,13,11559,42
N2,13,11572,1494
N2,13,11576,1145
N2,13,11580,133
N2,13,11585,126
N2,13,11586,50
N2,13,11587,23
N2,13,11588,176
N2,13,11589,113
N2,13,11590,3811
N2,13,11597,2942
N2,13,11601,1191
N2,13,11607,983
N2,13,11608,3552
N2,13,11609,1067
N2,13,11619,694
N2,13,11705,701
N2,13,11729,25
N2,13,11730,23
N2,13,11731,30
N2,13,11734,10
N2,13,11735,10
N2,13,11736,23
N2,13,11746,51
N2,13,11749,40
N2,13,11750,41
N2,13,12087,13
N2,13,12088,33
N2,13,12141,1144
N2,13,12169,897
N2,13,12171,2695
N2,13,12172,4662
N2,13,12204,242
N2,13,12206,1028
N2,13,12208,2929
N2,13,12221,877
N2,13,12249,107
N2,13,12250,445
N2,13,12264,721
N2,13,12271,395
N2,13,12276,60
N2,13,12277,17
N2,13,12278,195
N2,13,12279,2564
N2,13,12283,418
N2,13,12285,7
N2,13,12287,89
N2,13,12288,4
N2,13,12289,30
N2,13,12290,27
N2,13,12293,44
N2,13,12295,52
N2,13,12296,94
N2,13,12297,14
N2,13,12298,112
N2,13,12306,165
N2,13,12312,884
N2,13,12314,1071
N2,13,12324,728
N2,13,12327,355
N2,13,12409,281
N2,13,12453,11
N2,13,12459,12
N2,13,12714,107
N2,13,12716,313
N2,13,12717,458
N2,13,12718,603
N2,13,12733,192
N2,13,12739,8
N2,13,12740,5
N2,13,12741,4
N2,13,12742,3
N2,13,12744,15
N2,13,12746,15
N2,13,12747,24
N2,13,12748,7
N2,13,12749,32
N2,14,11289,47
N2,14,11307,2385
N2,14,11311,321
N2,14,11312,42
N2,14,11313,340
N2,14,11329,21
N2,14,11334,1978
N2,14,11358,63
N2,14,11360,18
N2,14,11363,66
N2,14,11366,112
N2,14,11367,100
N2,14,11368,46
N2,14,11494,60
N2,14,11510,65
N2,14,11513,120
N2,14,11514,13
N2,14,11515,16
N2,14,11516,28
N2,14,11520,8
N2,14,11521,31
N2,14,11522,30
N2,14,11523,77
N2,14,11528,68
N2,14,11538,698
N2,14,11540,2629
N2,14,11547,1243
N2,14,11554,65
N2,14,11566,9
N2,14,11567,23
N2,14,11584,252
N2,14,11598,160
N2,14,11599,33
N2,14,11602,460
N2,14,11605,5220
N2,14,11610,821
N2,14,11611,259
N2,14,11614,17
N2,14,11616,280
N2,14,11618,8
N2,14,11623,46
N2,14,11624,72
N2,14,11625,143
N2,14,11628,107
N2,14,11629,29
N2,14,11631,244
N2,14,11632,99
N2,14,11633,38
N2,14,11634,232
N2,14,11635,24
N2,14,11636,204
N2,14,11703,19
N2,14,11704,61
N2,14,11706,138
N2,14,11709,31
N2,14,11710,34
N2,14,11718,654
N2,14,11719,799
N2,14,11720,774
N2,14,11721,575
N2,14,11737,462
N2,14,11741,257
N2,14,11747,529
N2,14,11827,23
N2,14,11833,26
N2,14,11849,43
N2,14,11850,14
N2,14,11851,21
N2,14,12070,3
N2,14,12089,18
N2,14,12091,5
N2,14,12092,32
N2,14,12093,61
N2,14,12094,58
N2,14,12142,1232
N2,14,12163,1716
N2,14,12183,59
N2,14,12193,7
N2,14,12194,15
N2,14,12195,27
N2,14,12214,428
N2,14,12215,1359
N2,14,12216,908
N2,14,12240,248
N2,14,12245,19
N2,14,12252,91
N2,14,12253,315
N2,14,12254,30
N2,14,12269,72
N2,14,12270,489
N2,14,12273,2
N2,14,12280,923
N2,14,12292,157
N2,14,12294,236
N2,14,12299,12
N2,14,12301,391
N2,14,12302,1810
N2,14,12307,1879
N2,14,12309,561
N2,14,12315,306
N2,14,12320,5
N2,14,12325,22
N2,14,12330,100
N2,14,12331,5
N2,14,12334,18
N2,14,12335,9
N2,14,12344,32
N2,14,12346,46
N2,14,12349,50
N2,14,12350,43
N2,14,12353,75
N2,14,12356,89
N2,14,12357,18
N2,14,12358,151
N2,14,12359,18
N2,14,12406,12
N2,14,12407,955
N2,14,12411,75
N2,14,12413,6
N2,14,12414,15
N2,14,12415,46
N2,14,12417,20
N2,14,12418,15
N2,14,12419,28
N2,14,12420,20
N2,14,12427,172
N2,14,12428,130
N2,14,12437,254
N2,14,12460,213
N2,14,12463,100
N2,14,12548,4
N2,14,12702,10
N2,14,12709,236
N2,14,12719,186
N2,14,12732,30
N2,14,12738,3
N2,14,12750,12
N2,14,12751,3
N2,14,12754,5
N2,14,12755,3
N2,14,12757,8
N2,14,12762,19
N2,14,12763,26
N2,14,12764,40
N2,14,12771,5
N2,14,12772,4
N2,14,12773,10
N2,15,11332,47
N2,15,11333,161
N2,15,11335,340
N2,15,11340,72
N2,15,11341,60
N2,15,11355,2146
N2,15,11364,1456
N2,15,11493,689
N2,15,11499,4485
N2,15,11500,335
N2,15,11507,57
N2,15,11508,1420
N2,15,11509,563
N2,15,11519,922
N2,15,11535,2626
N2,15,11543,494
N2,15,11562,25
N2,15,11600,612
N2,15,11603,2066
N2,15,11604,2704
N2,15,11606,2164
N2,15,11621,2540
N2,15,11627,458
N2,15,11630,438
N2,15,11711,20
N2,15,11712,29
N2,15,11714,121
N2,15,11715,3952
N2,15,11723,138
N2,15,11724,173
N2,15,11725,153
N2,15,11732,12
N2,15,11733,12
N2,15,11738,39
N2,15,11739,35
N2,15,11742,137
N2,15,11743,121
N2,15,11748,143
N2,15,11753,34
N2,15,11754,44
N2,15,11755,33
N2,15,11756,63
N2,15,11757,47
N2,15,11758,50
N2,15,11759,69
N2,15,11760,64
N2,15,11801,431
N2,15,11802,366
N2,15,11811,659
N2,15,11834,510
N2,15,11837,251
N2,15,11843,618
N2,15,11844,468
N2,15,11852,331
N2,15,11854,200
N2,15,12069,85
N2,15,12109,9
N2,15,12110,6
N2,15,12111,21
N2,15,12164,663
N2,15,12182,251
N2,15,12187,130
N2,15,12191,357
N2,15,12192,273
N2,15,12205,94
N2,15,12211,883
N2,15,12222,200
N2,15,12223,820
N2,15,12227,109
N2,15,12241,270
N2,15,12291,33
N2,15,12313,1817
N2,15,12326,204
N2,15,12328,718
N2,15,12329,880
N2,15,12341,195
N2,15,12342,666
N2,15,12352,277
N2,15,12354,1278
N2,15,12408,638
N2,15,12421,17
N2,15,12422,10
N2,15,12423,1077
N2,15,12429,1253
N2,15,12432,519
N2,15,12441,43
N2,15,12442,35
N2,15,12454,4
N2,15,12455,7
N2,15,12456,15
N2,15,12458,90
N2,15,12461,17
N2,15,12464,53
N2,15,12469,11
N2,15,12470,8
N2,15,12475,23
N2,15,12476,30
N2,15,12479,27
N2,15,12480,26
N2,15,12481,31
N2,15,12482,38
N2,15,12483,49
N2,15,12512,116
N2,15,12549,105
N2,15,12551,45
N2,15,12710,98
N2,15,12743,5
N2,15,12745,21
N2,15,12760,345
N2,15,12774,5
N2,15,12775,3
N2,15,12777,6
N2,15,12778,4
N2,15,12779,4
N2,15,12782,14
N2,16,11352,50
N2,16,11353,3860
N2,16,11357,398
N2,16,11359,26
N2,16,11361,94
N2,16,11362,343
N2,16,11365,305
N2,16,11369,70
N2,16,11370,80
N2,16,11371,124
N2,16,11372,66
N2,16,11532,2057
N2,16,11544,536
N2,16,11560,23
N2,16,11591,1093
N2,16,11622,459
N2,16,11626,64
N2,16,11716,1716
N2,16,11717,1490
N2,16,11740,96
N2,16,11744,260
N2,16,11745,362
N2,16,11751,405
N2,16,11795,33
N2,16,11796,20
N2,16,11797,2733
N2,16,11803,2738
N2,16,11806,742
N2,16,11815,98
N2,16,11816,74
N2,16,11828,7
N2,16,11829,17
N2,16,11830,34
N2,16,11832,277
N2,16,11835,40
N2,16,11838,124
N2,16,11845,169
N2,16,11857,17
N2,16,11858,13
N2,16,11863,50
N2,16,11864,64
N2,16,11867,49
N2,16,11868,57
N2,16,11869,51
N2,16,11870,95
N2,16,11871,92
N2,16,12072,41
N2,16,12077,11
N2,16,12081,12
N2,16,12082,26
N2,16,12116,5
N2,16,12117,7
N2,16,12165,685
N2,16,12209,911
N2,16,12219,870
N2,16,12228,285
N2,16,12233,115
N2,16,12255,20
N2,16,12256,78
N2,16,12257,181
N2,16,12300,34
N2,16,12308,319
N2,16,12310,904
N2,16,12311,984
N2,16,12316,378
N2,16,12317,407
N2,16,12332,8
N2,16,12333,24
N2,16,12336,31
N2,16,12337,12
N2,16,12338,93
N2,16,12339,1055
N2,16,12343,164
N2,16,12345,7
N2,16,12347,45
N2,16,12348,4
N2,16,12351,68
N2,16,12355,313
N2,16,12410,317
N2,16,12430,258
N2,16,12433,1030
N2,16,12436,547
N2,16,12443,501
N2,16,12446,201
N2,16,12462,47
N2,16,12465,133
N2,16,12466,174
N2,16,12473,260
N2,16,12477,411
N2,16,12505,12
N2,16,12508,639
N2,16,12513,1199
N2,16,12515,296
N2,16,12544,5
N2,16,12545,22
N2,16,12547,99
N2,16,12554,401
N2,16,12556,340
N2,16,12565,34
N2,16,12577,14
N2,16,12581,19
N2,16,12582,15
N2,16,12583,9
N2,16,12588,31
N2,16,12589,42
N2,16,12590,41
N2,16,12591,36
N2,16,12711,96
N2,16,12723,10
N2,16,12752,7
N2,16,12753,5
N2,16,12756,6
N2,16,12758,11
N2,16,12759,36
N2,16,12761,104
N2,16,12783,3
N2,16,12786,5
N2,17,11354,4156
N2,17,11495,549
N2,17,11497,1335
N2,17,11511,584
N2,17,11512,2992
N2,17,11517,272
N2,17,11518,1443
N2,17,11533,1780
N2,17,11561,13
N2,17,11592,488
N2,17,11713,13
N2,17,11722,1339
N2,17,11726,143
N2,17,11752,94
N2,17,11804,551
N2,17,11807,2149
N2,17,11810,1224
N2,17,11817,1055
N2,17,11820,406
N2,17,11836,107
N2,17,11839,327
N2,17,11840,430
N2,17,11853,84
N2,17,11855,230
N2,17,11856,298
N2,17,11861,717
N2,17,11865,753
N2,17,12076,179
N2,17,12080,279
N2,17,12184,164
N2,17,12186,710
N2,17,12196,258
N2,17,12198,523
N2,17,12200,132
N2,17,12201,624
N2,17,12210,922
N2,17,12217,629
N2,17,12234,296
N2,17,12242,53
N2,17,12243,215
N2,17,12303,734
N2,17,12318,166
N2,17,12340,518
N2,17,12431,153
N2,17,12434,401
N2,17,12435,570
N2,17,12444,71
N2,17,12447,158
N2,17,12450,77
N2,17,12457,11
N2,17,12467,5
N2,17,12468,14
N2,17,12471,15
N2,17,12472,47
N2,17,12474,73
N2,17,12478,88
N2,17,12507,1648
N2,17,12550,24
N2,17,12552,57
N2,17,12553,70
N2,17,12574,298
N2,17,12586,468
N2,17,12722,120
N2,17,12776,9
N2,17,12780,9
N2,17,12781,27
N2,18,11318,34
N2,18,11323,35
N2,18,11324,74
N2,18,11325,8
N2,18,11326,14
N2,18,11356,1609
N2,18,11501,1017
N2,18,11502,800
N2,18,11593,531
N2,18,11638,33
N2,18,11660,11
N2,18,11663,10
N2,18,11664,7
N2,18,11665,13
N2,18,11672,7
N2,18,11681,19
N2,18,11682,5
N2,18,11683,14
N2,18,11685,24
N2,18,11692,26
N2,18,11697,27
N2,18,11698,66
N2,18,11699,7
N2,18,11700,12
N2,18,11727,96
N2,18,11805,324
N2,18,11808,822
N2,18,11809,1144
N2,18,11818,146
N2,18,11821,391
N2,18,11824,147
N2,18,11831,26
N2,18,11841,10
N2,18,11842,36
N2,18,11846,120
N2,18,11859,25
N2,18,11860,83
N2,18,11862,174
N2,18,11866,147
N2,18,12071,5
N2,18,12097,9
N2,18,12103,8
N2,18,12107,9
N2,18,12108,17
N2,18,12188,353
N2,18,12218,466
N2,18,12229,62
N2,18,12230,266
N2,18,12239,119
N2,18,12304,518
N2,18,12319,172
N2,18,12377,9
N2,18,12380,4
N2,18,12381,12
N2,18,12394,25
N2,18,12403,6
N2,18,12424,344
N2,18,12445,111
N2,18,12448,314
N2,18,12449,461
N2,18,12451,60
N2,18,12514,116
N2,18,12516,376
N2,18,12517,369
N2,18,12519,318
N2,18,12523,31
N2,18,12546,13
N2,18,12555,106
N2,18,12557,511
N2,18,12558,458
N2,18,12559,8
N2,18,12560,24
N2,18,12562,37
N2,18,12566,33
N2,18,12567,52
N2,18,12571,20
N2,18,12572,757
N2,18,12576,93
N2,18,12578,11
N2,18,12579,19
N2,18,12580,58
N2,18,12584,25
N2,18,12585,82
N2,18,12587,117
N2,18,12766,7
N2,18,12784,9
N2,18,12785,10
N2,19,11317,780
N2,19,11321,973
N2,19,11322,215
N2,19,11346,11
N2,19,11350,12
N2,19,11351,24
N2,19,11496,185
N2,19,11498,963
N2,19,11503,407
N2,19,11504,255
N2,19,11637,429
N2,19,11649,52
N2,19,11652,217
N2,19,11661,216
N2,19,11662,154
N2,19,11677,54
N2,19,11678,96
N2,19,11679,282
N2,19,11691,424
N2,19,11695,515
N2,19,11696,76
N2,19,11728,87
N2,19,11762,10
N2,19,11772,10
N2,19,11774,9
N2,19,11775,7
N2,19,11776,10
N2,19,11781,17
N2,19,11782,5
N2,19,11783,11
N2,19,11784,19
N2,19,11789,9
N2,19,11793,10
N2,19,11794,18
N2,19,11798,916
N2,19,11819,224
N2,19,11822,679
N2,19,11823,972
N2,19,11825,118
N2,19,11847,96
N2,19,12078,94
N2,19,12079,416
N2,19,12102,128
N2,19,12106,142
N2,19,12114,5
N2,19,12185,250
N2,19,12189,142
N2,19,12197,104
N2,19,12199,421
N2,19,12226,239
N2,19,12235,55
N2,19,12236,253
N2,19,12305,489
N2,19,12361,51
N2,19,12366,66
N2,19,12374,133
N2,19,12375,157
N2,19,12393,254
N2,19,12402,59
N2,19,12425,388
N2,19,12438,561
N2,19,12452,56
N2,19,12490,8
N2,19,12493,4
N2,19,12494,9
N2,19,12500,8
N2,19,12506,158
N2,19,12509,317
N2,19,12524,256
N2,19,12526,147
N2,19,12531,33
N2,19,12573,658
N2,19,12724,88
N2,19,12726,163
N2,19,12765,85
N2,20,11345,117
N2,20,11349,154
N2,20,11378,16
N2,20,11380,17
N2,20,11381,11
N2,20,11382,20
N2,20,11387,33
N2,20,11388,7
N2,20,11389,21
N2,20,11390,44
N2,20,11395,14
N2,20,11399,15
N2,20,11400,33
N2,20,11505,424
N2,20,11506,248
N2,20,11640,3
N2,20,11648,509
N2,20,11666,7
N2,20,11668,75
N2,20,11670,7
N2,20,11671,10
N2,20,11676,473
N2,20,11680,2
N2,20,11684,6
N2,20,11686,20
N2,20,11687,2
N2,20,11761,65
N2,20,11768,121
N2,20,11773,104
N2,20,11780,109
N2,20,11788,145
N2,20,11792,167
N2,20,11799,1022
N2,20,11812,1178
N2,20,11826,109
N2,20,11848,96
N2,20,11897,6
N2,20,11901,16
N2,20,11904,6
N2,20,11905,19
N2,20,11913,12
N2,20,11927,10
N2,20,11928,13
N2,20,11933,13
N2,20,11936,25
N2,20,11938,13
N2,20,11948,12
N2,20,11950,10
N2,20,11951,7
N2,20,11952,12
N2,20,11957,19
N2,20,11958,5
N2,20,11959,13
N2,20,11960,25
N2,20,12073,144
N2,20,12095,3
N2,20,12098,31
N2,20,12190,144
N2,20,12224,58
N2,20,12232,265
N2,20,12360,277
N2,20,12383,4
N2,20,12387,6
N2,20,12388,4
N2,20,12389,9
N2,20,12426,379
N2,20,12439,413
N2,20,12484,43
N2,20,12488,61
N2,20,12489,85
N2,20,12499,84
N2,20,12510,328
N2,20,12518,44
N2,20,12532,301
N2,20,12534,135
N2,20,12538,32
N2,20,12561,20
N2,20,12563,34
N2,20,12564,78
N2,20,12568,18
N2,20,12569,70
N2,20,12570,177
N2,20,12575,348
N2,20,12615,5
N2,20,12622,11
N2,20,12642,9
N2,20,12645,4
N2,20,12646,11
N2,21,11319,255
N2,21,11320,1171
N2,21,11374,302
N2,21,11379,245
N2,21,11386,296
N2,21,11394,260
N2,21,11398,306
N2,21,11639,327
N2,21,11643,682
N2,21,11653,362
N2,21,11667,95
N2,21,11669,405
N2,21,11673,71
N2,21,11674,344
N2,21,11693,170
N2,21,11694,672
N2,21,11778,35
N2,21,11800,1007
N2,21,11813,836
N2,21,11877,72
N2,21,11880,70
N2,21,11881,91
N2,21,11898,141
N2,21,11899,183
N2,21,11900,116
N2,21,11921,75
N2,21,11922,149
N2,21,11924,134
N2,21,11937,141
N2,21,11944,189
N2,21,11949,180
N2,21,11956,210
N2,21,12074,89
N2,21,12104,57
N2,21,12105,180
N2,21,12112,5
N2,21,12115,22
N2,21,12225,280
N2,21,12367,104
N2,21,12376,300
N2,21,12378,75
N2,21,12379,389
N2,21,12382,101
N2,21,12385,199
N2,21,12395,208
N2,21,12397,369
N2,21,12404,33
N2,21,12405,132
N2,21,12440,248
N2,21,12511,325
N2,21,12525,50
N2,21,12527,130
N2,21,12528,218
N2,21,12539,300
N2,21,12541,124
N2,21,12593,71
N2,21,12614,55
N2,21,12618,73
N2,21,12636,62
N2,21,12640,113
N2,21,12641,143
N2,21,12725,36
N2,21,12727,132
N2,21,12767,64
N2,21,12769,107
N2,22,11314,386
N2,22,11347,44
N2,22,11348,143
N2,22,11384,67
N2,22,11642,15
N2,22,11650,101
N2,22,11651,413
N2,22,11654,144
N2,22,11655,117
N2,22,11675,8
N2,22,11688,252
N2,22,11763,52
N2,22,11766,109
N2,22,11777,39
N2,22,11779,111
N2,22,11790,59
N2,22,11791,198
N2,22,11814,597
N2,22,11872,5
N2,22,11876,634
N2,22,11888,24
N2,22,11907,12
N2,22,11908,11
N2,22,11914,15
N2,22,11917,7
N2,22,11918,16
N2,22,11920,518
N2,22,11925,25
N2,22,11926,58
N2,22,11929,4
N2,22,11930,7
N2,22,11931,10
N2,22,11932,47
N2,22,11934,12
N2,22,11935,33
N2,22,11954,70
N2,22,12075,87
N2,22,12096,7
N2,22,12099,79
N2,22,12118,5
N2,22,12119,6
N2,22,12231,213
N2,22,12362,157
N2,22,12364,271
N2,22,12368,158
N2,22,12399,57
N2,22,12491,38
N2,22,12492,161
N2,22,12495,50
N2,22,12497,93
N2,22,12501,67
N2,22,12503,124
N2,22,12520,125
N2,22,12533,69
N2,22,12535,160
N2,22,12536,282
N2,22,12592,360
N2,22,12600,23
N2,22,12621,6
N2,22,12624,14
N2,22,12628,8
N2,22,12629,6
N2,22,12630,15
N2,23,11315,231
N2,23,11342,74
N2,23,11383,94
N2,23,11385,303
N2,23,11396,92
N2,23,11397,275
N2,23,11641,92
N2,23,11644,472
N2,23,11645,347
N2,23,11656,77
N2,23,11657,66
N2,23,11689,147
N2,23,11765,9
N2,23,11769,54
N2,23,11785,64
N2,23,11882,100
N2,23,11883,370
N2,23,11887,257
N2,23,11902,91
N2,23,11903,406
N2,23,11906,111
N2,23,11911,236
N2,23,11915,48
N2,23,11916,153
N2,23,11923,279
N2,23,11939,109
N2,23,11942,221
N2,23,11953,81
N2,23,11955,270
N2,23,12100,50
N2,23,12113,5
N2,23,12370,76
N2,23,12384,41
N2,23,12386,141
N2,23,12391,100
N2,23,12392,435
N2,23,12396,71
N2,23,12398,298
N2,23,12400,42
N2,23,12485,52
N2,23,12521,260
N2,23,12540,62
N2,23,12542,177
N2,23,12543,267
N2,23,12598,120
N2,23,12599,176
N2,23,12616,30
N2,23,12617,114
N2,23,12619,97
N2,23,12620,312
N2,23,12623,60
N2,23,12626,103
N2,23,12643,71
N2,23,12644,317
N2,23,12647,88
N2,23,12649,158
N2,23,12768,24
N2,23,12770,82
N2,24,11316,237
N2,24,11343,58
N2,24,11373,14
N2,24,11375,133
N2,24,11391,110
N2,24,11426,3
N2,24,11447,5
N2,24,11453,7
N2,24,11458,7
N2,24,11465,8
N2,24,11468,4
N2,24,11469,8
N2,24,11470,7
N2,24,11646,251
N2,24,11658,80
N2,24,11659,63
N2,24,11690,154
N2,24,11764,13
N2,24,11767,63
N2,24,11770,47
N2,24,11786,53
N2,24,11878,142
N2,24,11879,439
N2,24,11891,127
N2,24,11892,62
N2,24,11910,11
N2,24,11919,14
N2,24,11941,13
N2,24,11945,83
N2,24,11992,5
N2,24,12024,4
N2,24,12032,6
N2,24,12042,6
N2,24,12101,51
N2,24,12363,51
N2,24,12365,172
N2,24,12369,121
N2,24,12372,72
N2,24,12390,3
N2,24,12401,38
N2,24,12486,57
N2,24,12496,21
N2,24,12498,51
N2,24,12502,14
N2,24,12504,85
N2,24,12522,287
N2,24,12529,73
N2,24,12594,196
N2,24,12596,466
N2,24,12605,37
N2,24,12637,101
N2,24,12657,2
N2,25,11344,51
N2,25,11376,107
N2,25,11392,85
N2,25,11421,31
N2,25,11435,51
N2,25,11437,35
N2,25,11448,32
N2,25,11449,62
N2,25,11462,37
N2,25,11463,65
N2,25,11647,228
N2,25,11771,44
N2,25,11787,52
N2,25,11873,330
N2,25,11889,106
N2,25,11890,438
N2,25,11893,110
N2,25,11894,62
N2,25,11909,38
N2,25,11912,147
N2,25,11940,23
N2,25,11943,150
N2,25,11946,70
N2,25,11983,19
N2,25,11986,30
N2,25,12011,34
N2,25,12023,32
N2,25,12027,19
N2,25,12028,36
N2,25,12371,75
N2,25,12487,49
N2,25,12530,306
N2,25,12601,131
N2,25,12603,219
N2,25,12608,36
N2,25,12625,20
N2,25,12627,67
N2,25,12632,48
N2,25,12633,154
N2,25,12634,106
N2,25,12635,442
N2,25,12638,79
N2,25,12648,31
N2,25,12650,115
N2,25,12652,18
N2,26,11377,98
N2,26,11393,84
N2,26,11420,180
N2,26,11424,3
N2,26,11436,327
N2,26,11450,7
N2,26,11451,7
N2,26,11455,11
N2,26,11461,160
N2,26,11464,2
N2,26,11466,6
N2,26,11467,22
N2,26,11874,395
N2,26,11884,551
N2,26,11895,97
N2,26,11896,58
N2,26,11947,72
N2,26,11982,230
N2,26,12010,184
N2,26,12030,4
N2,26,12031,6
N2,26,12034,4
N2,26,12038,10
N2,26,12373,71
N2,26,12537,228
N2,26,12595,52
N2,26,12597,144
N2,26,12606,66
N2,26,12607,132
N2,26,12611,32
N2,26,12631,5
N2,26,12639,71
N2,26,12651,100
N2,27,11427,12
N2,27,11428,16
N2,27,11439,344
N2,27,11454,12
N2,27,11456,19
N2,27,11459,19
N2,27,11460,41
N2,27,11875,381
N2,27,11885,407
N2,27,11993,16
N2,27,11996,25
N2,27,11998,11
N2,27,11999,15
N2,27,12013,106
N2,27,12025,17
N2,27,12026,51
N2,27,12029,301
N2,27,12033,16
N2,27,12036,27
N2,27,12043,29
N2,27,12045,55
N2,27,12602,47
N2,27,12604,150
N2,27,12609,42
N2,27,12610,95
N2,27,12658,15
N2,27,12660,24
N2,28,11406,17
N2,28,11422,42
N2,28,11423,111
N2,28,11425,5
N2,28,11438,45
N2,28,11440,198
N2,28,11441,18
N2,28,11442,38
N2,28,11452,8
N2,28,11457,9
N2,28,11886,246
N2,28,11962,16
N2,28,11984,40
N2,28,11985,71
N2,28,11987,90
N2,28,11990,173
N2,28,11995,4
N2,28,12012,64
N2,28,12015,151
N2,28,12017,34
N2,28,12612,46
N2,28,12613,91
N2,28,12653,81
N2,28,12655,100
N2,29,11401,59
N2,29,11405,116
N2,29,11412,22
N2,29,11432,141
N2,29,11443,23
N2,29,11444,34
N2,29,11961,92
N2,29,11969,21
N2,29,11989,46
N2,29,11994,5
N2,29,11997,10
N2,29,12019,26
N2,29,12035,5
N2,29,12037,11
N2,29,12040,100
N2,29,12041,435
N2,29,12044,9
N2,29,12046,23
N2,29,12659,4
N2,29,12661,9
N2,30,11411,140
N2,30,11417,20
N2,30,11429,21
N2,30,11430,75
N2,30,11431,167
N2,30,11433,158
N2,30,11445,21
N2,30,11446,31
N2,30,11968,108
N2,30,11976,19
N2,30,11988,28
N2,30,11991,70
N2,30,12000,28
N2,30,12001,29
N2,30,12004,41
N2,30,12008,71
N2,30,12014,23
N2,30,12016,96
N2,30,12018,113
N2,30,12021,22
N2,30,12039,3
N2,30,12654,30
N2,30,12656,53
N2,30,12662,31
N2,30,12664,78
N2,30,12669,77
N2,31,11407,46
N2,31,11408,197
N2,31,11416,134
N2,31,11434,148
N2,31,11963,62
N2,31,11966,103
N2,31,11975,95
N2,31,12003,23
N2,31,12007,85
N2,31,12020,78
N2,32,11402,114
N2,32,11413,63
N2,32,11414,266
N2,32,11965,27
N2,32,11970,70
N2,32,11973,114
N2,32,12002,8
N2,32,12005,19
N2,32,12006,12
N2,32,12009,42
N2,32,12022,74
N2,32,12663,5
N2,32,12665,12
N2,32,12667,5
N2,32,12670,22
N2,33,11403,227
N2,33,11418,55
N2,33,11419,237
N2,33,11964,23
N2,33,11967,63
N2,33,11972,28
N2,33,11977,62
N2,33,11980,104
N2,34,11404,262
N2,34,11409,58
N2,34,11971,32
N2,34,11974,86
N2,34,11979,27
N2,34,12666,2
N2,34,12668,7
N2,34,12671,12
N2,35,11410,277
N2,35,11978,23
N2,35,11981,76
N2,36,11415,213
N3,7,14316,1170
N3,7,14486,13121
N3,7,14614,352
N3,8,12795,7840
N3,8,13562,49554
N3,8,13741,404
N3,9,12791,37625
N3,9,12796,4841
N3,9,13339,43
N3,9,13727,198
N3,9,13732,3302
N3,9,13743,1165
N3,9,13744,542
N3,9,13745,1623
N3,9,14317,39
N3,9,14318,33
N3,9,14320,97
N3,9,14321,12
N3,9,14322,249
N3,9,14679,138
N3,9,14687,46
N3,10,12792,8330
N3,10,12794,46
N3,10,12797,537
N3,10,13728,7218
N3,10,13736,722
N3,10,13740,14
N3,10,13742,5379
N3,10,13746,6513
N3,10,13747,329
N3,10,13748,123
N3,10,13749,306
N3,10,14323,16
N3,10,14324,24
N3,10,14325,44
N3,10,14688,10
N3,11,12793,4971
N3,11,12798,1035
N3,11,12799,246
N3,11,12800,615
N3,11,13340,43
N3,11,13345,279
N3,11,13537,1386
N3,11,13729,7606
N3,11,13731,96
N3,11,13739,445
N3,11,13752,354
N3,11,13753,68
N3,11,13754,135
N3,11,13755,374
N3,11,13756,141
N3,11,14319,61
N3,11,14326,10
N3,11,14327,9
N3,11,14330,15
N3,11,14331,24
N3,11,14336,77
N3,11,14337,166
N3,11,14617,342
N3,11,14680,27
N3,11,14689,17
N3,12,12818,6117
N3,12,13346,58
N3,12,13730,4446
N3,12,13733,3026
N3,12,13735,74
N3,12,13750,6711
N3,12,13757,2762
N3,12,13781,1088
N3,12,14332,624
N3,12,14335,312
N3,12,14339,42
N3,12,14341,53
N3,12,14616,1407
N3,12,14690,39
N3,13,12817,10270
N3,13,12819,164
N3,13,12875,1088
N3,13,13344,30
N3,13,13347,117
N3,13,13354,21
N3,13,13381,29
N3,13,13419,3503
N3,13,13456,1719
N3,13,13457,347
N3,13,13734,2094
N3,13,13738,8
