LST_type,T_H,LST_id,n_bases
N4,36,15395,5
N4,36,15524,9
N4,36,15630,114
N4,36,15720,74
N4,36,15731,13
N4,36,15733,27
N4,36,15734,21
N4,36,15874,69
N4,36,15910,181
N4,36,15917,20
N4,36,15981,7
N4,36,15982,6
N4,36,15983,9
N4,36,16101,7
N4,36,16102,6
N4,36,16142,3
N4,36,16144,9
N4,36,16145,12
N4,36,16219,4
N4,36,16230,203
N4,36,16254,22
N4,36,16330,14
N4,36,16359,8
N4,36,16360,3
N4,36,16361,15
N4,36,16362,7
N4,36,16371,8
N4,36,16409,7
N4,36,16410,4
N4,36,16426,7
N4,37,14711,24
N4,37,14766,125
N4,37,14957,69
N4,37,14967,18
N4,37,14968,13
N4,37,14969,28
N4,37,14970,18
N4,37,15186,115
N4,37,15191,95
N4,37,15363,7
N4,37,15389,11
N4,37,15413,33
N4,37,15414,59
N4,37,15529,11
N4,37,15721,59
N4,37,15730,28
N4,37,15732,49
N4,37,15746,12
N4,37,15748,16
N4,37,15749,15
N4,37,15750,20
N4,37,15918,191
N4,37,15976,114
N4,37,15980,103
N4,37,16099,18
N4,37,16143,16
N4,37,16157,6
N4,37,16158,8
N4,37,16174,24
N4,37,16175,73
N4,37,16218,66
N4,37,16240,32
N4,37,16265,16
N4,37,16335,9
N4,37,16376,10
N4,37,16377,9
N4,37,16378,9
N4,37,16411,5
N4,38,14716,31
N4,38,14717,19
N4,38,14730,7
N4,38,14895,7
N4,38,14899,7
N4,38,14900,9
N4,38,14966,30
N4,38,14995,12
N4,38,14997,18
N4,38,14999,14
N4,38,15000,11
N4,38,15001,23
N4,38,15002,25
N4,38,15046,11
N4,38,15047,10
N4,38,15189,33
N4,38,15371,9
N4,38,15372,10
N4,38,15393,5
N4,38,15412,241
N4,38,15454,3
N4,38,15485,11
N4,38,15489,12
N4,38,15490,20
N4,38,15498,23
N4,38,15534,14
N4,38,15634,6
N4,38,15722,55
N4,38,15729,32
N4,38,15745,26
N4,38,15747,22
N4,38,15782,9
N4,38,15784,11
N4,38,15787,14
N4,38,15788,21
N4,38,15821,6
N4,38,15822,10
N4,38,15823,5
N4,38,15876,21
N4,38,15877,45
N4,38,15925,35
N4,38,16100,41
N4,38,16169,27
N4,38,16178,7
N4,38,16179,9
N4,38,16239,319
N4,38,16241,10
N4,38,16276,20
N4,38,16277,21
N4,38,16387,9
N4,38,16388,12
N4,38,16389,13
N4,39,14738,18
N4,39,14739,12
N4,39,14893,36
N4,39,14894,38
N4,39,14898,42
N4,39,14993,66
N4,39,14996,53
N4,39,14998,33
N4,39,15091,9
N4,39,15092,16
N4,39,15093,11
N4,39,15094,14
N4,39,15095,11
N4,39,15096,10
N4,39,15188,29
N4,39,15190,82
N4,39,15484,25
N4,39,15488,55
N4,39,15633,29
N4,39,15779,28
N4,39,15780,25
N4,39,15783,28
N4,39,15785,31
N4,39,15871,36
N4,39,15880,9
N4,39,15883,9
N4,39,15884,10
N4,39,15885,10
N4,39,15984,29
N4,39,15985,66
N4,39,16170,29
N4,39,16176,11
N4,39,16204,4
N4,39,16238,20
N4,40,14769,18
N4,40,14770,19
N4,40,14771,7
N4,40,14994,123
N4,40,15089,32
N4,40,15183,65
N4,40,15200,12
N4,40,15203,10
N4,40,15204,16
N4,40,15205,11
N4,40,15344,6
N4,40,15348,6
N4,40,15349,6
N4,40,15416,14
N4,40,15417,9
N4,40,15418,5
N4,40,15455,2
N4,40,15456,11
N4,40,15457,7
N4,40,15526,4
N4,40,15527,6
N4,40,15777,96
N4,40,15781,47
N4,40,15786,87
N4,40,15872,39
N4,40,15878,24
N4,40,15881,21
N4,40,15975,9
N4,40,15977,45
N4,40,15991,5
N4,40,15994,9
N4,40,15995,6
N4,40,16104,5
N4,40,16171,28
N4,40,16177,27
N4,40,16243,39
N4,40,16247,119
N4,40,16256,8
N4,40,16257,4
N4,40,16333,6
N4,40,16367,3
N4,41,14896,10
N4,41,14897,17
N4,41,15090,38
N4,41,15184,57
N4,41,15198,53
N4,41,15201,33
N4,41,15343,7
N4,41,15347,14
N4,41,15420,12
N4,41,15421,8
N4,41,15458,3
N4,41,15459,7
N4,41,15460,5
N4,41,15486,20
N4,41,15487,37
N4,41,15525,29
N4,41,15531,5
N4,41,15532,8
N4,41,15635,8
N4,41,15637,9
N4,41,15778,111
N4,41,15873,34
N4,41,15879,34
N4,41,15882,32
N4,41,15978,46
N4,41,15988,22
N4,41,15992,23
N4,41,16103,6
N4,41,16235,165
N4,41,16242,14
N4,41,16245,20
N4,41,16255,189
N4,41,16267,7
N4,41,16332,64
N4,41,16338,4
N4,41,16366,28
N4,41,16383,4
N4,42,14722,9
N4,42,14726,9
N4,42,14727,11
N4,42,14890,45
N4,42,15004,8
N4,42,15020,8
N4,42,15027,8
N4,42,15028,9
N4,42,15033,9
N4,42,15037,9
N4,42,15038,11
N4,42,15185,49
N4,42,15199,69
N4,42,15202,48
N4,42,15377,6
N4,42,15381,6
N4,42,15382,6
N4,42,15398,18
N4,42,15399,11
N4,42,15425,6
N4,42,15426,4
N4,42,15427,11
N4,42,15428,15
N4,42,15429,10
N4,42,15430,14
N4,42,15431,9
N4,42,15461,3
N4,42,15464,18
N4,42,15465,11
N4,42,15481,102
N4,42,15501,10
N4,42,15502,8
N4,42,15503,13
N4,42,15530,33
N4,42,15536,3
N4,42,15538,5
N4,42,15539,8
N4,42,15796,7
N4,42,15802,8
N4,42,15979,42
N4,42,15986,56
N4,42,15990,42
N4,42,15993,43
N4,42,16181,5
N4,42,16236,202
N4,42,16266,73
N4,42,16282,7
N4,42,16287,14
N4,42,16288,5
N4,42,16289,9
N4,42,16291,8
N4,42,16331,8
N4,42,16337,52
N4,42,16382,30
N4,42,16395,4
N4,43,14721,16
N4,43,14725,41
N4,43,14744,8
N4,43,14748,8
N4,43,14749,9
N4,43,14891,57
N4,43,15003,10
N4,43,15013,13
N4,43,15019,10
N4,43,15024,14
N4,43,15025,20
N4,43,15026,21
N4,43,15032,12
N4,43,15036,26
N4,43,15098,7
N4,43,15107,8
N4,43,15111,8
N4,43,15112,9
N4,43,15117,8
N4,43,15121,8
N4,43,15122,9
N4,43,15345,8
N4,43,15346,9
N4,43,15376,7
N4,43,15380,11
N4,43,15482,80
N4,43,15499,124
N4,43,15500,71
N4,43,15537,50
N4,43,15636,6
N4,43,15638,11
N4,43,15790,12
N4,43,15795,9
N4,43,15801,10
N4,43,15887,7
N4,43,15893,7
N4,43,15987,162
N4,43,16105,6
N4,43,16107,6
N4,43,16180,6
N4,43,16237,201
N4,43,16244,10
N4,43,16246,23
N4,43,16281,69
N4,43,16286,94
N4,43,16290,141
N4,43,16336,11
N4,43,16368,11
N4,43,16369,18
N4,43,16394,51
N4,44,14743,11
N4,44,14747,24
N4,44,14776,10
N4,44,14780,10
N4,44,14781,12
N4,44,14786,8
N4,44,14790,8
N4,44,14791,9
N4,44,14892,71
N4,44,15012,43
N4,44,15023,47
N4,44,15097,8
N4,44,15106,10
N4,44,15110,21
N4,44,15116,10
N4,44,15120,18
N4,44,15225,9
N4,44,15230,8
N4,44,15240,8
N4,44,15241,9
N4,44,15243,7
N4,44,15252,8
N4,44,15256,8
N4,44,15257,9
N4,44,15340,17
N4,44,15483,109
N4,44,15535,11
N4,44,15789,29
N4,44,15886,9
N4,44,15892,8
N4,44,15989,50
N4,44,16009,7
N4,44,16015,7
N4,44,16284,33
N4,44,16339,5
N4,44,16340,21
N4,44,16363,14
N4,44,16384,9
N4,44,16385,13
N4,45,14723,31
N4,45,14724,106
N4,45,14775,13
N4,45,14779,38
N4,45,14785,11
N4,45,14789,24
N4,45,15005,13
N4,45,15007,25
N4,45,15021,18
N4,45,15022,42
N4,45,15034,26
N4,45,15035,66
N4,45,15210,13
N4,45,15223,11
N4,45,15224,10
N4,45,15234,14
N4,45,15235,19
N4,45,15237,20
N4,45,15242,8
N4,45,15251,10
N4,45,15255,21
N4,45,15341,15
N4,45,15378,11
N4,45,15379,18
N4,45,15797,9
N4,45,15799,12
N4,45,15803,11
N4,45,15805,13
N4,45,15997,12
N4,45,16008,9
N4,45,16014,9
N4,45,16106,5
N4,45,16108,8
N4,45,16182,6
N4,45,16184,6
N4,45,16283,17
N4,45,16285,41
N4,45,16364,19
N4,45,16379,16
N4,45,16396,18
N4,45,16397,45
N4,46,14718,60
N4,46,14745,13
N4,46,14746,24
N4,46,15014,25
N4,46,15015,68
N4,46,15016,26
N4,46,15029,39
N4,46,15099,10
N4,46,15101,14
N4,46,15108,14
N4,46,15109,23
N4,46,15118,17
N4,46,15119,31
N4,46,15209,19
N4,46,15217,18
N4,46,15233,73
N4,46,15238,19
N4,46,15239,27
N4,46,15342,20
N4,46,15373,14
N4,46,15402,5
N4,46,15404,7
N4,46,15406,5
N4,46,15407,4
N4,46,15408,6
N4,46,15409,10
N4,46,15410,8
N4,46,15436,3
N4,46,15439,6
N4,46,15446,5
N4,46,15468,5
N4,46,15470,7
N4,46,15472,4
N4,46,15473,5
N4,46,15474,6
N4,46,15475,10
N4,46,15476,8
N4,46,15515,5
N4,46,15517,4
N4,46,15519,7
N4,46,15791,25
N4,46,15793,28
N4,46,15888,9
N4,46,15890,11
N4,46,15894,9
N4,46,15896,10
N4,46,15996,16
N4,46,16003,17
N4,46,16278,36
N4,46,16308,4
N4,46,16365,17
N4,46,16380,22
N4,46,16390,4
N4,46,16391,23
N4,47,14719,42
N4,47,14740,28
N4,47,14777,19
N4,47,14778,43
N4,47,14787,11
N4,47,14788,21
N4,47,15006,9
N4,47,15008,26
N4,47,15009,29
N4,47,15017,17
N4,47,15030,34
N4,47,15103,24
N4,47,15113,23
N4,47,15216,60
N4,47,15226,12
N4,47,15228,22
N4,47,15231,11
N4,47,15232,18
N4,47,15236,72
N4,47,15244,10
N4,47,15246,15
N4,47,15253,13
N4,47,15254,20
N4,47,15374,11
N4,47,15401,44
N4,47,15405,28
N4,47,15432,34
N4,47,15437,57
N4,47,15445,30
N4,47,15467,44
N4,47,15471,28
N4,47,15507,26
N4,47,15508,26
N4,47,15516,46
N4,47,15798,8
N4,47,15800,16
N4,47,15804,8
N4,47,15806,18
N4,47,16002,38
N4,47,16010,9
N4,47,16012,12
N4,47,16016,9
N4,47,16018,11
N4,47,16183,5
N4,47,16185,8
N4,47,16279,39
N4,47,16297,25
N4,47,16304,29
N4,47,16381,20
N4,47,16392,26
N4,48,14720,52
N4,48,14741,15
N4,48,14772,49
N4,48,14782,32
N4,48,14814,4
N4,48,14835,8
N4,48,14838,8
N4,48,14844,4
N4,48,14845,8
N4,48,14846,5
N4,48,15010,34
N4,48,15018,20
N4,48,15031,39
N4,48,15100,7
N4,48,15102,17
N4,48,15104,13
N4,48,15114,14
N4,48,15211,25
N4,48,15212,83
N4,48,15220,25
N4,48,15248,28
N4,48,15285,7
N4,48,15308,7
N4,48,15313,7
N4,48,15375,12
N4,48,15400,4
N4,48,15403,12
N4,48,15466,4
N4,48,15469,12
N4,48,15504,4
N4,48,15505,4
N4,48,15506,190
N4,48,15509,2
N4,48,15510,2
N4,48,15511,7
N4,48,15512,6
N4,48,15513,17
N4,48,15514,16
N4,48,15518,11
N4,48,15540,2
N4,48,15792,12
N4,48,15794,30
N4,48,15889,7
N4,48,15891,16
N4,48,15895,7
N4,48,15897,13
N4,48,15998,16
N4,48,16000,25
N4,48,16026,3
N4,48,16280,34
N4,48,16292,3
N4,48,16296,237
N4,48,16305,6
N4,48,16306,6
N4,48,16310,9
N4,48,16393,24
N4,49,14742,14
N4,49,14773,26
N4,49,14783,18
N4,49,14811,9
N4,49,14824,13
N4,49,14833,9
N4,49,14834,10
N4,49,14842,14
N4,49,14843,18
N4,49,15011,85
N4,49,15105,12
N4,49,15115,13
N4,49,15206,23
N4,49,15218,21
N4,49,15219,82
N4,49,15221,18
N4,49,15227,10
N4,49,15229,31
N4,49,15245,7
N4,49,15247,18
N4,49,15249,15
N4,49,15277,8
N4,49,15280,8
N4,49,15301,12
N4,49,15306,8
N4,49,15307,9
N4,49,15440,12
N4,49,15441,27
N4,49,15447,7
N4,49,15448,16
N4,49,16004,25
N4,49,16006,36
N4,49,16011,8
N4,49,16013,16
N4,49,16017,7
N4,49,16019,17
N4,49,16021,7
N4,49,16299,305
N4,49,16309,7
N4,49,16311,12
N4,50,14774,23
N4,50,14784,20
N4,50,14810,10
N4,50,14823,18
N4,50,14841,23
N4,50,15207,46
N4,50,15213,49
N4,50,15222,16
N4,50,15250,18
N4,50,15276,13
N4,50,15300,15
N4,50,15433,26
N4,50,15438,6
N4,50,15442,16
N4,50,15999,13
N4,50,16001,40
N4,50,16020,10
N4,50,16298,42
N4,50,16300,169
N4,50,16301,15
N4,50,16307,6
N4,50,16312,8
N4,51,14815,10
N4,51,14816,11
N4,51,14836,10
N4,51,14837,12
N4,51,14839,11
N4,51,14840,15
N4,51,15208,128
N4,51,15214,52
N4,51,15286,8
N4,51,15288,8
N4,51,15290,9
N4,51,15291,10
N4,51,15309,8
N4,51,15311,8
N4,51,15314,9
N4,51,15316,9
N4,51,15434,30
N4,51,15443,21
N4,51,16005,11
N4,51,16007,28
N4,51,16027,7
N4,51,16029,7
N4,51,16293,126
N4,51,16302,20
N4,52,14796,16
N4,52,14812,12
N4,52,14813,18
N4,52,14825,25
N4,52,14826,65
N4,52,14827,17
N4,52,14828,21
N4,52,15215,151
N4,52,15259,15
N4,52,15278,10
N4,52,15279,13
N4,52,15281,9
N4,52,15283,11
N4,52,15302,16
N4,52,15304,19
N4,52,15435,27
N4,52,15444,19
N4,52,16022,10
N4,52,16024,8
N4,52,16294,145
N4,52,16303,18
N4,53,14795,6
N4,53,14802,6
N4,53,14820,19
N4,53,14829,6
N4,53,14830,12
N4,53,15258,6
N4,53,15265,6
N4,53,15287,7
N4,53,15289,10
N4,53,15310,7
N4,53,15312,11
N4,53,15315,7
N4,53,15317,12
N4,53,16028,6
N4,53,16030,9
N4,53,16295,137
N4,54,14801,29
N4,54,14807,5
N4,54,14817,16
N4,54,14818,54
N4,54,14819,85
N4,54,14821,25
N4,54,14831,5
N4,54,14832,11
N4,54,15264,21
N4,54,15271,5
N4,54,15282,8
N4,54,15284,13
N4,54,15292,10
N4,54,15293,14
N4,54,15295,12
N4,54,15298,28
N4,54,15303,12
N4,54,15305,28
N4,54,16023,7
N4,54,16025,10
N4,54,16031,4
N4,54,16033,8
N4,54,16038,6
N4,55,14797,5
N4,55,14798,7
N4,55,14806,31
N4,55,14822,53
N4,55,15260,5
N4,55,15262,5
N4,55,15270,20
N4,56,14792,11
N4,56,14803,8
N4,56,14804,14
N4,56,15266,9
N4,56,15268,13
N4,56,15294,10
N4,56,15296,19
N4,56,15297,12
N4,56,15299,35
N4,56,16032,7
N4,56,16034,11
N4,56,16036,7
N4,56,16039,15
N4,57,14793,23
N4,57,14808,18
N4,57,14809,78
N4,57,15261,3
N4,57,15263,7
N4,57,15272,17
N4,57,15274,27
N4,58,14794,174
N4,58,14799,17
N4,58,15267,4
N4,58,15269,11
N4,58,16035,3
N4,58,16037,9
N4,58,16040,12
N4,59,14800,178
N4,59,15273,9
N4,59,15275,23
N4,60,14805,30
N5,11,17506,124
N5,12,16432,185
N5,12,16962,1199
N5,12,17112,39
N5,12,17507,79
N5,13,16428,1254
N5,13,17103,112
N5,13,17113,247
N5,13,17508,38
N5,13,17509,87
N5,14,16429,1377
N5,14,16431,5
N5,14,17099,381
N5,14,17107,120
N5,14,17111,2
N5,15,16430,1236
N5,15,17100,722
N5,15,17102,3
N5,15,17110,104
N5,16,17101,1340
N5,16,17104,174
N5,16,17106,3
N5,17,16433,92
N5,17,16434,13
N5,17,16435,49
N5,17,16436,25
N5,17,16830,3
N5,17,17105,890
N5,17,17109,3
N5,17,17115,45
N5,17,17116,6
N5,17,17117,15
N5,17,17118,42
N5,17,17729,5
N5,17,17733,30
N5,17,17739,3
N5,18,17108,343
N5,18,17114,1679
N5,18,17119,2100
N5,18,17120,1051
N5,18,17122,105
N5,18,17748,11
N5,19,16953,182
N5,19,17510,21
N5,19,17529,32
N5,19,17706,48
N5,20,16452,79
N5,20,16859,65
N5,20,17145,30
N5,20,17569,20
N5,20,17705,201
N5,21,16451,542
N5,21,16453,30
N5,21,16502,171
N5,21,16860,13
N5,21,17140,131
N5,21,17146,20
N5,21,17228,51
N5,21,17511,15
N5,21,17568,75
N5,21,17570,14
N5,21,17743,7
N5,21,17749,7
N5,21,17750,9
N5,22,16489,21
N5,22,16965,55
N5,22,17141,405
N5,22,17217,8
N5,22,17227,198
N5,22,17512,9
N5,22,17744,5
N5,23,16480,95
N5,23,16484,151
N5,23,16490,17
N5,23,16498,2
N5,23,16831,14
N5,23,16861,36
N5,23,16964,445
N5,23,16967,10
N5,23,17147,23
N5,23,17148,57
N5,23,17187,24
N5,23,17218,9
N5,23,17513,12
N5,23,17514,13
N5,23,17523,15
N5,23,17571,21
N5,23,17573,13
N5,23,17575,31
N5,23,17753,6
N5,24,16475,72
N5,24,16481,30
N5,24,16485,191
N5,24,16493,6
N5,24,16499,11
N5,24,16862,11
N5,24,16963,507
N5,24,16966,70
N5,24,17128,32
N5,24,17144,12
N5,24,17182,13
N5,24,17188,6
N5,24,17195,46
N5,24,17221,24
N5,24,17526,9
N5,24,17539,14
N5,24,17572,54
N5,24,17577,10
N5,24,17735,9
N5,24,17746,3
N5,25,16476,310
N5,25,16491,61
N5,25,16492,178
N5,25,16494,5
N5,25,16836,9
N5,25,16863,23
N5,25,17142,58
N5,25,17183,161
N5,25,17196,84
N5,25,17219,20
N5,25,17220,44
N5,25,17530,12
N5,25,17531,15
N5,25,17581,11
N5,25,17594,15
N5,25,17689,23
N5,25,17745,6
N5,26,16454,35
N5,26,16482,10
N5,26,16483,19
N5,26,16488,13
N5,26,16501,1
N5,26,16837,8
N5,26,16882,6
N5,26,17143,182
N5,26,17151,19
N5,26,17189,3
N5,26,17190,7
N5,26,17191,63
N5,26,17213,8
N5,26,17245,38
N5,26,17525,9
N5,26,17533,7
N5,26,17579,108
N5,26,17595,3
N5,26,17613,6
N5,26,17707,31
N5,27,16456,36
N5,27,16479,36
N5,27,16486,19
N5,27,16497,2
N5,27,16503,9
N5,27,16504,62
N5,27,16507,14
N5,27,16508,8
N5,27,16590,13
N5,27,16833,5
N5,27,16834,8
N5,27,16835,14
N5,27,16839,10
N5,27,16883,13
N5,27,16954,11
N5,27,16968,35
N5,27,16969,7
N5,27,17150,121
N5,27,17157,18
N5,27,17186,11
N5,27,17197,17
N5,27,17198,31
N5,27,17202,7
N5,27,17214,3
N5,27,17229,7
N5,27,17230,4
N5,27,17233,11
N5,27,17234,20
N5,27,17311,11
N5,27,17519,4
N5,27,17527,12
N5,27,17532,19
N5,27,17542,8
N5,27,17580,30
N5,27,17616,4
N5,27,17617,7
N5,27,17661,87
N5,27,17708,5
N5,27,17710,10
N5,27,17754,8
N5,28,16460,40
N5,28,16461,30
N5,28,16477,45
N5,28,16487,81
N5,28,16495,3
N5,28,16506,51
N5,28,16510,96
N5,28,16596,27
N5,28,16832,56
N5,28,16843,11
N5,28,16844,8
N5,28,16884,8
N5,28,16942,28
N5,28,16955,24
N5,28,16970,156
N5,28,17155,95
N5,28,17165,18
N5,28,17184,15
N5,28,17194,28
N5,28,17203,5
N5,28,17208,18
N5,28,17232,76
N5,28,17238,26
N5,28,17323,13
N5,28,17518,50
N5,28,17540,12
N5,28,17550,7
N5,28,17614,62
N5,28,17619,3
N5,28,17664,24
N5,28,17697,95
N5,28,17713,7
N5,28,17714,11
N5,29,16458,172
N5,29,16478,537
N5,29,16496,3
N5,29,16505,9
N5,29,16509,81
N5,29,16516,12
N5,29,16518,18
N5,29,16841,17
N5,29,16943,61
N5,29,16956,15
N5,29,16972,24
N5,29,17121,257
N5,29,17156,132
N5,29,17161,53
N5,29,17166,18
N5,29,17168,14
N5,29,17185,280
N5,29,17192,31
N5,29,17209,61
N5,29,17215,3
N5,29,17216,3
N5,29,17231,4
N5,29,17235,11
N5,29,17237,40
N5,29,17251,10
N5,29,17321,145
N5,29,17541,15
N5,29,17546,11
N5,29,17551,7
N5,29,17553,6
N5,29,17574,3
N5,29,17599,21
N5,29,17615,17
N5,29,17641,199
N5,29,17668,25
N5,29,17711,128
N5,29,17716,5
N5,29,17751,6
N5,30,16459,250
N5,30,16514,67
N5,30,16517,38
N5,30,16528,9
N5,30,16539,15
N5,30,16541,13
N5,30,16593,12
N5,30,16842,30
N5,30,16885,10
N5,30,16976,20
N5,30,16977,15
N5,30,16990,17
N5,30,17193,194
N5,30,17204,6
N5,30,17205,7
N5,30,17212,6
N5,30,17236,29
N5,30,17248,22
N5,30,17249,25
N5,30,17272,9
N5,30,17317,6
N5,30,17322,34
N5,30,17520,25
N5,30,17521,69
N5,30,17543,9
N5,30,17620,4
N5,30,17621,11
N5,30,17622,10
N5,30,17666,339
N5,30,17712,34
N5,31,16515,83
N5,31,16524,59
N5,31,16529,19
N5,31,16531,15
N5,31,16536,37
N5,31,16537,45
N5,31,16540,35
N5,31,16591,43
N5,31,16609,10
N5,31,16615,12
N5,31,16618,11
N5,31,16845,10
N5,31,16846,14
N5,31,16890,19
N5,31,16974,132
N5,31,16994,20
N5,31,16995,19
N5,31,17167,23
N5,31,17169,25
N5,31,17170,69
N5,31,17201,13
N5,31,17210,15
N5,31,17211,75
N5,31,17246,20
N5,31,17250,28
N5,31,17262,15
N5,31,17268,28
N5,31,17273,10
N5,31,17275,10
N5,31,17314,21
N5,31,17348,8
N5,31,17515,36
N5,31,17522,55
N5,31,17552,8
N5,31,17554,9
N5,31,17555,9
N5,31,17556,14
N5,31,17557,12
N5,31,17635,11
N5,31,17667,76
N5,31,17717,8
N5,31,17718,28
N5,31,17730,3
N5,32,16534,36
N5,32,16538,63
N5,32,16592,20
N5,32,16600,37
N5,32,16601,32
N5,32,16602,34
N5,32,16610,13
N5,32,16612,15
N5,32,16616,34
N5,32,16680,10
N5,32,16690,10
N5,32,16975,206
N5,32,16992,80
N5,32,17014,11
N5,32,17017,18
N5,32,17018,10
N5,32,17162,13
N5,32,17199,11
N5,32,17207,156
N5,32,17247,69
N5,32,17258,21
N5,32,17263,8
N5,32,17265,5
N5,32,17312,10
N5,32,17316,14
N5,32,17328,16
N5,32,17335,19
N5,32,17349,9
N5,32,17351,10
N5,32,17413,4
N5,32,17516,28
N5,32,17547,3
N5,32,17633,70
N5,32,17731,4
N5,33,16437,80
N5,33,16530,59
N5,33,16532,63
N5,33,16533,154
N5,33,16535,139
N5,33,16542,21
N5,33,16543,5
N5,33,16597,21
N5,33,16604,25
N5,33,16605,19
N5,33,16617,20
N5,33,16660,27
N5,33,16667,29
N5,33,16681,13
N5,33,16683,16
N5,33,16686,31
N5,33,16691,9
N5,33,16693,13
N5,33,16993,38
N5,33,17011,79
N5,33,17015,59
N5,33,17124,29
N5,33,17125,43
N5,33,17163,35
N5,33,17200,38
N5,33,17274,25
N5,33,17276,35
N5,33,17277,68
N5,33,17278,35
N5,33,17279,6
N5,33,17313,39
N5,33,17324,14
N5,33,17329,4
N5,33,17331,2
N5,33,17339,7
N5,33,17383,14
N5,33,17414,8
N5,33,17416,8
N5,33,17517,27
N5,33,17524,13
N5,33,17548,6
N5,33,17600,4
N5,33,17634,25
N5,33,17684,9
N5,33,17732,5
N5,33,17734,3
N5,34,16438,25
N5,34,16525,7
N5,34,16598,94
N5,34,16599,92
N5,34,16611,16
N5,34,16613,27
N5,34,16614,25
N5,34,16619,7
N5,34,16620,15
N5,34,16621,11
N5,34,16656,19
N5,34,16661,8
N5,34,16663,4
N5,34,16671,12
N5,34,16996,11
N5,34,17009,27
N5,34,17013,48
N5,34,17016,34
N5,34,17123,113
N5,34,17126,21
N5,34,17127,17
N5,34,17149,241
N5,34,17164,107
N5,34,17206,16
N5,34,17264,8
N5,34,17266,9
N5,34,17267,11
N5,34,17269,5
N5,34,17315,23
N5,34,17334,38
N5,34,17340,60
N5,34,17342,17
N5,34,17350,10
N5,34,17352,14
N5,34,17353,15
N5,34,17354,6
N5,34,17355,4
N5,34,17356,9
N5,34,17357,14
N5,34,17379,9
N5,34,17384,4
N5,34,17386,2
N5,34,17419,10
N5,34,17421,1
N5,34,17549,13
N5,35,16439,48
N5,35,16440,34
N5,35,16526,15
N5,35,16603,71
N5,35,16606,8
N5,35,16666,84
N5,35,16672,100
N5,35,16674,36
N5,35,16682,4
N5,35,16684,24
N5,35,16685,13
N5,35,16692,5
N5,35,16694,21
N5,35,16695,14
N5,35,16696,9
N5,35,16697,5
N5,35,16698,5
N5,35,16703,13
N5,35,16704,28
N5,35,16705,12
N5,35,17010,220
N5,35,17019,11
N5,35,17020,19
N5,35,17131,26
N5,35,17132,40
N5,35,17259,17
N5,35,17270,8
N5,35,17330,3
N5,35,17332,4
N5,35,17333,4
N5,35,17345,7
N5,35,17415,2
N5,35,17417,14
N5,35,17418,1
N5,35,17437,8
N5,35,17438,6
N5,35,17441,17
N5,36,16527,78
N5,36,16607,10
N5,36,16662,4
N5,36,16664,5
N5,36,16665,7
N5,36,16677,8
N5,36,16687,6
N5,36,16701,65
N5,36,17012,87
N5,36,17129,63
N5,36,17260,22
N5,36,17271,26
N5,36,17325,11
N5,36,17341,9
N5,36,17343,10
N5,36,17344,17
N5,36,17346,7
N5,36,17385,5
N5,36,17387,3
N5,36,17388,7
N5,36,17392,3
N5,36,17435,110
N5,36,17534,78
N5,36,17736,4
N5,37,16608,15
N5,37,16657,14
N5,37,16673,19
N5,37,16675,29
N5,37,16676,53
N5,37,16678,10
N5,37,16688,8
N5,37,16699,6
N5,37,16700,15
N5,37,16702,24
N5,37,16916,7
N5,37,16917,5
N5,37,17130,180
N5,37,17158,74
N5,37,17261,128
N5,37,17326,15
N5,37,17336,26
N5,37,17347,11
N5,37,17380,10
N5,37,17393,3
N5,37,17395,2
N5,37,17400,4
N5,37,17434,8
N5,37,17436,38
N5,37,17439,7
N5,37,17440,17
N5,37,17576,7
N5,37,17636,7
N5,37,17686,4
N5,37,17703,9
N5,37,17755,5
N5,38,16462,129
N5,38,16658,22
N5,38,16668,40
N5,38,16679,18
N5,38,16689,15
N5,38,17171,122
N5,38,17327,117
N5,38,17337,31
N5,38,17381,13
N5,38,17401,5
N5,38,17403,3
N5,38,17407,5
N5,38,17578,6
N5,38,17685,59
N5,38,17756,3
N5,39,16445,10
N5,39,16449,11
N5,39,16450,19
N5,39,16659,332
N5,39,16669,48
N5,39,16864,9
N5,39,17134,9
N5,39,17338,130
N5,39,17382,91
N5,39,17394,3
N5,39,17396,3
N5,39,17397,3
N5,39,17408,64
N5,39,17410,27
N5,39,17582,8
N5,39,17583,7
N5,39,17696,106
N5,40,16444,23
N5,40,16448,52
N5,40,16670,257
N5,40,17133,21
N5,40,17139,19
N5,40,17389,6
N5,40,17402,6
N5,40,17404,6
N5,40,17405,7
N5,40,17596,10
N5,40,17639,23
N5,40,17642,20
N5,40,17758,6
N5,41,17280,22
N5,41,17390,13
N5,41,17409,18
N5,41,17411,47
N5,41,17412,81
N5,41,17601,3
N5,41,17602,14
N5,41,17618,8
N5,41,17740,3
N5,41,17759,4
N5,42,16446,19
N5,42,16447,35
N5,42,16886,11
N5,42,17135,13
N5,42,17137,17
N5,42,17358,16
N5,42,17391,161
N5,42,17398,11
N5,42,17528,6
N5,42,17623,10
N5,42,17624,9
N5,42,17625,9
N5,42,17687,10
N5,42,17701,34
N5,42,17741,4
N5,43,16441,80
N5,43,16706,23
N5,43,16866,4
N5,43,16867,6
N5,43,17399,43
N5,43,17442,19
N5,43,17443,21
N5,43,17588,3
N5,43,17637,9
N5,43,17698,9
N5,43,17702,34
N5,43,17728,4
N5,43,17742,5
N5,44,16442,71
N5,44,16455,15
N5,44,16865,29
N5,44,16928,34
N5,44,17136,9
