T_H,External,LST_Gauge,SUGRA_Gauge,Count
33,f4,e6 + 4 e7 + so8 + 5 (su2+so7+su2) + su3,4 e7 + 5 (su2+so7+su2) + e6 + f4 + so8 + su3,1
33,f4,e6 + 4 e7 + so8 + su2+g2 + 4 (su2+so7+su2) + su3,4 (su2+so7+su2) + 4 e7 + e6 + f4 + so8 + su2+g2 + su3,1
33,f4,e7 + 2 e8 + 2 f4 + 3 (sp1+g2) + 2 (su2+g2),2 (su2+g2) + 2 e8 + 3 (sp1+g2) + 3 f4 + e7,4
33,f4,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 3 f4 + 4 (sp1+g2) + e7 + su2+g2,2
33,f4,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + e7,2
33,f4 + 2 su2,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + e7 + 2 su2,1
33,f4 + so8,2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2),2 e8 + 3 f4 + 3 so8 + 5 (sp1+g2),1
33,f4 + so8,2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 4 (sp1+g2) + 4 f4 + so8 + su2+g2 + su3,2
33,f4 + so8,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 2 f4 + 3 (su2+so7+su2) + 3 e7 + e8 + so8 + su2+g2,2
33,f4 + so8,4 e7 + e7' + 2 (su2+g2) + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 4 e7 + e7' + f4 + so8,2
33,f4 + so8,4 e7 + e7' + sp1+g2 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 4 e7 + e7' + f4 + so8 + sp1+g2 + su2+g2,2
33,f4 + so8,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 so8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6,1
33,f4 + so8,e6 + 4 e7 + so8 + su2+g2 + 4 (su2+so7+su2) + su3,2 so8 + 4 (su2+so7+su2) + 4 e7 + e6 + f4 + su2+g2 + su3,1
33,f4 + su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 su3 + 3 f4 + 4 (sp1+g2) + su2,1
33,f4 + su2,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 5 f4 + su2,1
33,f4 + su2,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 2 f4 + 3 (su2+so7+su2) + 3 e7 + e8 + su2 + su2+g2,2
33,f4 + su2,5 e7 + sp1+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + f4 + sp1+g2 + su2,1
33,f4 + su2,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + f4 + su2 + su2+g2,1
33,f4 + su2,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6 + so8 + su2,1
33,f4 + su2,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 3 su3,2 e8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6 + so8 + su2+g2,1
33,f4 + su2,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + e6 + su2,1
33,f4 + su2,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 4 (sp1+g2) + 4 f4 + e6 + su2+g2 + su3,2
33,f4 + su2,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 (su2+g2) + 2 e8 + 4 (sp1+g2) + 4 f4 + e6,1
33,f4 + su2,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 3 f4 + 4 (sp1+g2) + e7 + su2 + su2+g2,1
33,f4 + su2,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + e7 + su2,1
33,f4 + su3,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 3 f4 + 3 su3 + 4 (sp1+g2),1
33,f4 + su3,2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + su2+g2,2
33,f4 + su3,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 3 su3 + 4 (sp1+g2) + 5 f4,1
33,f4 + su3,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 2 f4 + 3 (su2+so7+su2) + 3 e7 + e8 + su2+g2 + su3,2
33,f4 + su3,5 e7 + sp1+g2 + 4 (su2+so7+su2),2 (sp1+g2) + 4 (su2+so7+su2) + 5 e7 + f4,1
33,f4 + su3,5 e7 + sp1+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + f4 + sp1+g2 + su2+g2,1
33,f4 + su3,5 e7 + su2+g2 + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 5 e7 + f4,1
33,f4 + su3,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + f4 + sp1+g2 + su2+g2,1
33,f4 + su3,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 3 f4 + 3 su3 + 4 (sp1+g2) + e6 + so8,1
33,f4 + su3,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 3 su3 + 4 (sp1+g2) + 4 f4 + e6,1
33,f4 + su3,e7 + 2 e8 + 2 f4 + 3 (sp1+g2) + 2 (su2+g2),2 (su2+g2) + 2 e8 + 3 f4 + 4 (sp1+g2) + e7,1
33,f4 + su3,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 (su2+g2) + 2 e8 + 3 f4 + 4 (sp1+g2) + e7,1
33,f4 + su3,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 3 f4 + 5 (sp1+g2) + e7 + su2+g2,1
33,f4 + su3,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + e7 + su2+g2,1
33,hat1,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 3 su3,2 e6 + 2 e8 + 2 f4 + 3 su3 + 4 (sp1+g2) + su16,7
33,hat1,2 e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + so8 + su16,8
33,hat1,5 e7 + e7' + 5 (su2+so7+su2),5 (su2+so7+su2) + 5 e7 + e7' + su16,41
33,hat1,6 e6 + e8 + f4 + sp1+g2 + 6 su3,6 e6 + 6 su3 + e8 + f4 + sp1+g2 + su16,4
33,hat1,6 e6 + e8 + f4 + sp1+g2 + 7 su3,6 e6 + 7 su3 + e8 + f4 + sp1+g2 + su16,2
33,hat1,6 e6 + e8 + f4 + sp1+g2 + su2+g2 + 6 su3,6 e6 + 6 su3 + e8 + f4 + sp1+g2 + su16 + su2+g2,3
33,hat1,e6 + 2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + e6 + su16,8
33,hat1,e6 + 3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 3 (su2+so7+su2) + 3 e7 + e6 + e8 + f4 + su16 + su2+g2,11
33,hat1,e6 + 3 e7 + e8 + f4 + sp1+g2 + su2+g2 + 3 (su2+so7+su2),3 (su2+so7+su2) + 3 e7 + e6 + e8 + f4 + sp1+g2 + su16 + su2+g2,19
33,hat1,e6 + 3 e7 + e8 + f4 + sp1+g2 + su2+g2 + 3 (su2+so7+su2) + su3,3 (su2+so7+su2) + 3 e7 + e6 + e8 + f4 + sp1+g2 + su16 + su2+g2 + su3,18
33,hat1,e7 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7 + su16 + su2+g2,9
33,hat1,e7 + 2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e7 + su16,10
33,hat1,e7 + 2 e8 + 3 f4 + 3 (sp1+g2) + 2 (su2+g2),2 (su2+g2) + 2 e8 + 3 (sp1+g2) + 3 f4 + e7 + su16,30
33,hat1,e7 + 2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 3 f4 + 4 (sp1+g2) + e7 + su16 + su2+g2,29
33,hat1,e7 + 2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 3 f4 + 4 (sp1+g2) + e7 + su16 + su2+g2 + su3,9
33,hat1,e7 + 2 e8 + 3 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + e7 + su16,21
33,so8,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + so8,1
33,so8,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 3 su3,2 e6 + 2 e8 + 2 f4 + 3 su3 + 4 (sp1+g2) + so8,1
33,so8,2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 3 so8 + 5 (sp1+g2),3
33,so8,2 e8 + 2 f4 + 3 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 4 so8 + 5 (sp1+g2),1
33,so8,2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 3 f4 + 4 (sp1+g2) + so8 + su2+g2 + su3,3
33,so8,2 e8 + 3 f4 + 5 (sp1+g2),2 e8 + 3 f4 + 5 (sp1+g2) + so8,2
33,so8,2 e8 + 3 f4 + 5 (sp1+g2) + su2+g2,2 e8 + 3 f4 + 5 (sp1+g2) + so8 + su2+g2,1
33,so8,2 e8 + 3 f4 + 5 (sp1+g2) + su3,2 e8 + 3 f4 + 5 (sp1+g2) + so8 + su3,1
33,so8,2 e8 + 3 f4 + so8 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 2 so8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,1
33,so8,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + so8,1
33,so8,2 e8 + 4 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 4 (sp1+g2) + 4 f4 + so8 + su2+g2 + su3,2
33,so8,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 3 (su2+so7+su2) + 3 e7 + e8 + f4 + so8 + su2+g2,3
33,so8,4 e7 + 2 f4 + 2 (su2+g2) + 3 (su2+so7+su2) + su3,2 (su2+g2) + 2 f4 + 3 (su2+so7+su2) + 4 e7 + so8 + su3,2
33,so8,4 e7 + 2 f4 + su2+g2 + 4 (su2+so7+su2) + su3,2 f4 + 4 (su2+so7+su2) + 4 e7 + so8 + su2+g2 + su3,1
33,so8,4 e7 + e7' + 2 (su2+g2) + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 4 e7 + e7' + so8,3
33,so8,4 e7 + e7' + 2 (su2+g2) + 4 (su2+so7+su2) + su3,2 (su2+g2) + 4 (su2+so7+su2) + 4 e7 + e7' + so8 + su3,1
33,so8,4 e7 + e7' + 5 (su2+so7+su2),4 e7 + 5 (su2+so7+su2) + e7' + so8,5
33,so8,4 e7 + e7' + so8 + su2+g2 + 4 (su2+so7+su2),2 so8 + 4 (su2+so7+su2) + 4 e7 + e7' + su2+g2,2
33,so8,4 e7 + e7' + sp1+g2 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 4 e7 + e7' + so8 + sp1+g2 + su2+g2,3
33,so8,4 e7 + e7' + su2+g2 + 5 (su2+so7+su2),4 e7 + 5 (su2+so7+su2) + e7' + so8 + su2+g2,1
33,so8,5 e7 + f4 + 2 (su2+g2) + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 5 e7 + f4 + so8,1
33,so8,5 e7 + sp1+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + so8 + sp1+g2,3
33,so8,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + so8 + su2+g2,3
33,so8,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su2+g2,1
33,so8,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su3,2
33,so8,e6 + 2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 3 so8 + 5 (sp1+g2) + e6,1
33,so8,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 f4 + 2 so8 + 2 su3 + 4 (sp1+g2) + e6,3
33,so8,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 3 su3,2 e8 + 2 f4 + 2 so8 + 3 su3 + 4 (sp1+g2) + e6,1
33,so8,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6 + so8,1
33,so8,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 3 f4 + 4 (sp1+g2) + e6 + so8 + su2+g2 + su3,1
33,so8,e6 + 2 e8 + 3 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 so8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6,1
33,so8,e6 + 4 e7 + so8 + 5 (su2+so7+su2) + su3,2 so8 + 4 e7 + 5 (su2+so7+su2) + e6 + su3,1
33,so8,e6 + 4 e7 + so8 + su2+g2 + 4 (su2+so7+su2) + su3,2 so8 + 4 (su2+so7+su2) + 4 e7 + e6 + su2+g2 + su3,3
33,so8,e7 + 2 e8 + 2 f4 + 3 (sp1+g2) + 2 (su2+g2),2 (su2+g2) + 2 e8 + 2 f4 + 3 (sp1+g2) + e7 + so8,4
33,so8,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 4 (sp1+g2) + e7 + so8 + su2+g2,2
33,so8,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 2 f4 + 5 (sp1+g2) + e7 + so8,2
33,so8,e7 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7 + su2+g2,2
33,so8,e7 + 2 e8 + 2 f4 + so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e7,1
33,so8,e7' + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7' + su2+g2,2
33,so8,e7' + 2 e8 + 2 f4 + so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e7',1
33,so8 + 2 su2,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + 2 su2 + su3,1
33,so8 + 2 su2,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 2 f4 + 5 (sp1+g2) + e7 + so8 + 2 su2,1
33,so8 + 2 su2,e7 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7 + 2 su2 + su2+g2,1
33,so8 + 2 su2,e7' + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7' + 2 su2 + su2+g2,1
33,so8 + su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + so8 + su2,5
33,so8 + su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 3 su3,2 e6 + 2 e8 + 2 f4 + 3 su3 + 4 (sp1+g2) + so8 + su2,1
33,so8 + su2,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + so8 + su2,1
33,so8 + su2,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 3 (su2+so7+su2) + 3 e7 + e8 + f4 + so8 + su2 + su2+g2,2
33,so8 + su2,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + so8 + su2 + su2+g2,1
33,so8 + su2,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su2 + su2+g2,1
33,so8 + su2,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su2 + su3,1
33,so8 + su2,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 f4 + 2 so8 + 2 su3 + 4 (sp1+g2) + e6 + su2,2
33,so8 + su2,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 3 su3,2 e8 + 2 f4 + 2 so8 + 2 su3 + 4 (sp1+g2) + e6 + su2+g2,1
33,so8 + su2,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6 + so8 + su2,1
33,so8 + su2,e6 + 2 e8 + 3 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 so8 + 2 su3 + 3 f4 + 4 (sp1+g2) + e6 + su2,1
33,so8 + su2,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 4 (sp1+g2) + e7 + so8 + su2 + su2+g2,1
33,so8 + su2,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 2 f4 + 5 (sp1+g2) + e7 + so8 + su2,1
33,so8 + su2,e7 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7 + su2 + su2+g2,6
33,so8 + su2,e7 + 2 e8 + 2 f4 + so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e7 + su2,4
33,so8 + su2,e7' + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7' + su2 + su2+g2,1
33,so8 + su2,e7' + 2 e8 + 2 f4 + so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e7' + su2,1
33,so8 + su3,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 3 su3 + 4 (sp1+g2) + so8,1
33,so8 + su3,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 3 su3 + 4 (sp1+g2) + 4 f4 + so8,1
33,so8 + su3,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 3 (su2+so7+su2) + 3 e7 + e8 + f4 + so8 + su2+g2 + su3,2
33,so8 + su3,4 e7 + e7' + so8 + su2+g2 + 4 (su2+so7+su2),2 (su2+g2) + 2 so8 + 4 (su2+so7+su2) + 4 e7 + e7',1
33,so8 + su3,4 e7 + e7' + so8 + su2+g2 + 4 (su2+so7+su2),2 so8 + 4 (su2+so7+su2) + 4 e7 + e7' + sp1+g2 + su2+g2,1
33,so8 + su3,5 e7 + sp1+g2 + 4 (su2+so7+su2),2 (sp1+g2) + 4 (su2+so7+su2) + 5 e7 + so8,1
33,so8 + su3,5 e7 + sp1+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + so8 + sp1+g2 + su2+g2,1
33,so8 + su3,5 e7 + su2+g2 + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 5 e7 + so8,1
33,so8 + su3,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + so8 + sp1+g2 + su2+g2,1
33,so8 + su3,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su2+g2 + su3,1
33,so8 + su3,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 2 su3 + 3 so8 + 4 (sp1+g2) + e6,1
33,so8 + su3,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 3 so8 + 4 (sp1+g2) + e6 + su2+g2 + su3,1
33,so8 + su3,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 f4 + 2 so8 + 3 su3 + 4 (sp1+g2) + e6,2
33,so8 + su3,e6 + 2 e8 + 3 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 3 f4 + 3 su3 + 4 (sp1+g2) + e6 + so8,1
33,so8 + su3,e7 + 2 e8 + 2 f4 + 3 (sp1+g2) + 2 (su2+g2),2 (su2+g2) + 2 e8 + 2 f4 + 4 (sp1+g2) + e7 + so8,1
33,so8 + su3,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 (su2+g2) + 2 e8 + 2 f4 + 4 (sp1+g2) + e7 + so8,1
33,so8 + su3,e7 + 2 e8 + 2 f4 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 5 (sp1+g2) + e7 + so8 + su2+g2,1
33,so8 + su3,e7 + 2 e8 + 2 f4 + 5 (sp1+g2),2 e8 + 2 f4 + 5 (sp1+g2) + e7 + so8 + su2+g2,1
33,so8 + su3,e7 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 (su2+g2) + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7,1
33,so8 + su3,e7' + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + su2+g2,2 (su2+g2) + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e7',1
33,su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + su2,36
33,su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 3 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + su2+g2,59
33,su2,2 e6 + 2 e8 + 2 f4 + 4 (sp1+g2) + 3 su3,2 e6 + 2 e8 + 2 f4 + 3 su3 + 4 (sp1+g2) + su2,58
33,su2,2 e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e6 + 2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + so8 + su2,1
33,su2,2 e8 + 2 f4 + 3 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 3 so8 + 5 (sp1+g2) + su2,1
33,su2,2 e8 + 3 f4 + so8 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 3 f4 + 4 (sp1+g2) + so8 + su2 + su2+g2 + su3,1
33,su2,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + su2,4
33,su2,2 e8 + 4 f4 + 4 (sp1+g2) + 2 su3,2 e8 + 4 (sp1+g2) + 4 f4 + su2+g2 + su3,3
33,su2,2 e8 + 4 f4 + 4 (sp1+g2) + su2+g2 + su3,2 (su2+g2) + 2 e8 + 4 (sp1+g2) + 4 f4,1
33,su2,2 e8 + 4 f4 + 4 (sp1+g2) + su2+g2 + su3,2 e8 + 4 (sp1+g2) + 4 f4 + su2 + su2+g2 + su3,2
33,su2,2 e8 + 4 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 su3 + 4 (sp1+g2) + 4 f4 + so8 + su2,1
33,su2,3 e7 + e8 + f4 + 2 (sp1+g2) + su2+g2 + 3 (su2+so7+su2),2 (sp1+g2) + 3 (su2+so7+su2) + 3 e7 + e8 + f4 + su2 + su2+g2,4
33,su2,4 e7 + e7' + so8 + 5 (su2+so7+su2),4 e7 + 5 (su2+so7+su2) + e7' + so8 + su2,5
33,su2,4 e7 + e7' + so8 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 4 e7 + e7' + so8 + su2 + su2+g2,17
33,su2,5 e7 + 5 (su2+so7+su2),5 (su2+so7+su2) + 5 e7 + su2,15
33,su2,5 e7 + e7' + 5 (su2+so7+su2),5 (su2+so7+su2) + 5 e7 + e7' + su2,17
33,su2,5 e7 + f4 + 2 (su2+g2) + 4 (su2+so7+su2),2 (su2+g2) + 4 (su2+so7+su2) + 5 e7 + f4 + su2,1
33,su2,5 e7 + sp1+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + sp1+g2 + su2,18
33,su2,5 e7 + su2+g2 + 4 (su2+so7+su2),4 (su2+so7+su2) + 5 e7 + su2 + su2+g2,53
33,su2,5 e7 + su2+g2 + 4 (su2+so7+su2),5 (su2+so7+su2) + 5 e7,11
33,su2,5 e7 + su2+g2 + 4 (su2+so7+su2) + su3,2 (su2+g2) + 4 (su2+so7+su2) + 5 e7,5
33,su2,5 e7 + su2+g2 + 4 (su2+so7+su2) + su3,4 (su2+so7+su2) + 5 e7 + su2 + su2+g2 + su3,1
33,su2,6 e6 + e8 + f4 + sp1+g2 + 6 su3,6 e6 + 6 su3 + e8 + f4 + sp1+g2 + su2,28
33,su2,6 e6 + e8 + f4 + sp1+g2 + 7 su3,6 e6 + 7 su3 + e8 + f4 + sp1+g2 + su2,4
33,su2,6 e6 + e8 + f4 + sp1+g2 + su2+g2 + 6 su3,6 e6 + 6 su3 + e8 + f4 + sp1+g2 + su2 + su2+g2,1
33,su2,6 e6 + e8 + f4 + sp1+g2 + su2+g2 + 6 su3,6 e6 + 6 su3 + e8 + f4 + sp1+g2 + su2+so7+su2,3
33,su2,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su2+g2,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e6 + su2 + su2+g2,4
33,su2,e6 + 2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + su3,2 e8 + 2 f4 + 2 so8 + 4 (sp1+g2) + e6 + su2 + su3,13
33,su2,e6 + 2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2),2 e8 + 2 f4 + 2 so8 + 5 (sp1+g2) + e6 + su2,1
33,su2,e6 + 2 e8 + 2 f4 + so8 + 4 (sp1+g2) + 2 su3,2 e8 + 2 f4 + 2 su3 + 4 (sp1+g2) + e6 + so8 + su2,4
