gram_bibj_pattern	ID	gauge_group	vertices	num_AB	delta	delta_28n	T_min	n_pos_bibj	n_neg_bibj	gram_b0bi	gram_bibj	hyper_strings	hypers
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n61-ced1e8f7	SU(13) x SU(24) x SO(32)	vtx-A12-170-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,3	-61	23	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A12-13),(2) : 3 x (irr-A23-24),(1,2) : 1 x (irr-A12-13, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A12-13', 'irr-A23-24']]]; (1,):[[2, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A23-24', 'irr-D16-32']]]; (2,):[[3, ['irr-A23-24']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n61-cdbd722a	SU(14) x SU(22) x SO(30)	vtx-A13-197-n2-0,vtx-A21-485-n2-0,vtx-D15-225-n4-n2	0,3	-61	23	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 6 x (irr-A13-14),(1,2) : 1 x (irr-A13-14, irr-A21-22),(2,3) : 1 x (irr-A21-22, irr-D15-30)	(1, 2):[[1, ['irr-A13-14', 'irr-A21-22']]]; (1,):[[6, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A21-22', 'irr-D15-30']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n60-c5536f9a	SU(13) x SU(24) x SO(33)	vtx-A12-170-n2-0,vtx-A23-577-n2-0,vtx-B16-297-n4-n2	0,3	-60	24	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 2 x (irr-A12-13),(2) : 2 x (irr-A23-24),(3) : 1 x (irr-B16-33),(1,2) : 1 x (irr-A12-13, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-B16-33)	(1, 2):[[1, ['irr-A12-13', 'irr-A23-24']]]; (1,):[[2, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A23-24', 'irr-B16-33']]]; (2,):[[2, ['irr-A23-24']]]; (3,):[[1, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n60-dd158c21	SU(14) x SU(23) x SO(31)	vtx-A13-197-n2-0,vtx-A22-530-n2-0,vtx-B15-248-n4-n2	0,3	-60	24	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 5 x (irr-A13-14),(2) : 1 x (irr-A22-23),(1,2) : 1 x (irr-A13-14, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B15-31)	(1, 2):[[1, ['irr-A13-14', 'irr-A22-23']]]; (1,):[[5, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B15-31']]]; (2,):[[1, ['irr-A22-23']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n59-ea637125	SU(14) x SU(23) x SO(32)	vtx-A13-197-n2-0,vtx-A22-530-n2-0,vtx-D16-272-n4-n2	0,3	-59	25	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 5 x (irr-A13-14),(3) : 1 x (irr-D16-32),(1,2) : 1 x (irr-A13-14, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-D16-32)	(1, 2):[[1, ['irr-A13-14', 'irr-A22-23']]]; (1,):[[5, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A22-23', 'irr-D16-32']]]; (3,):[[1, ['irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n58-50ef4bbc	SU(14) x SU(24) x SO(32)	vtx-A13-197-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,3	-58	26	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 4 x (irr-A13-14),(2) : 2 x (irr-A23-24),(1,2) : 1 x (irr-A13-14, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A13-14', 'irr-A23-24']]]; (1,):[[4, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A23-24', 'irr-D16-32']]]; (2,):[[2, ['irr-A23-24']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n57-82c3eab6	SU(13) x SU(25) x SO(33)	vtx-A12-170-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,3	-57	27	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 1 x (irr-A12-13),(2) : 4 x (irr-A24-25),(1,2) : 1 x (irr-A12-13, irr-A24-25),(2,3) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A12-13', 'irr-A24-25']]]; (1,):[[1, ['irr-A12-13']]]; (2, 3):[[1, ['irr-A24-25', 'irr-B16-33']]]; (2,):[[4, ['irr-A24-25']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n57-5433eeeb	SU(14) x SU(24) x SO(33)	vtx-A13-197-n2-0,vtx-A23-577-n2-0,vtx-B16-297-n4-n2	0,3	-57	27	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 4 x (irr-A13-14),(2) : 1 x (irr-A23-24),(3) : 1 x (irr-B16-33),(1,2) : 1 x (irr-A13-14, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-B16-33)	(1, 2):[[1, ['irr-A13-14', 'irr-A23-24']]]; (1,):[[4, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A23-24', 'irr-B16-33']]]; (2,):[[1, ['irr-A23-24']]]; (3,):[[1, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n55-dab47d51	SU(14) x SU(25) x SO(33)	vtx-A13-197-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,3	-55	29	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 3 x (irr-A13-14),(2) : 3 x (irr-A24-25),(1,2) : 1 x (irr-A13-14, irr-A24-25),(2,3) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A13-14', 'irr-A24-25']]]; (1,):[[3, ['irr-A13-14']]]; (2, 3):[[1, ['irr-A24-25', 'irr-B16-33']]]; (2,):[[3, ['irr-A24-25']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n54-de704550	SU(15) x SU(23) x SO(31)	vtx-A14-226-n2-0,vtx-A22-530-n2-0,vtx-B15-248-n4-n2	0,3	-54	30	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 7 x (irr-A14-15),(1,2) : 1 x (irr-A14-15, irr-A22-23),(2,3) : 1 x (irr-A22-23, irr-B15-31)	(1, 2):[[1, ['irr-A14-15', 'irr-A22-23']]]; (1,):[[7, ['irr-A14-15']]]; (2, 3):[[1, ['irr-A22-23', 'irr-B15-31']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n53-97d24e5e	SU(15) x SU(24) x SO(32)	vtx-A14-226-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,3	-53	31	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 6 x (irr-A14-15),(2) : 1 x (irr-A23-24),(1,2) : 1 x (irr-A14-15, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A14-15', 'irr-A23-24']]]; (1,):[[6, ['irr-A14-15']]]; (2, 3):[[1, ['irr-A23-24', 'irr-D16-32']]]; (2,):[[1, ['irr-A23-24']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n52-3936871f	SU(15) x SU(24) x SO(33)	vtx-A14-226-n2-0,vtx-A23-577-n2-0,vtx-B16-297-n4-n2	0,3	-52	32	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 6 x (irr-A14-15),(3) : 1 x (irr-B16-33),(1,2) : 1 x (irr-A14-15, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-B16-33)	(1, 2):[[1, ['irr-A14-15', 'irr-A23-24']]]; (1,):[[6, ['irr-A14-15']]]; (2, 3):[[1, ['irr-A23-24', 'irr-B16-33']]]; (3,):[[1, ['irr-B16-33']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n51-e5758511	SU(15) x SU(25) x SO(33)	vtx-A14-226-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,3	-51	33	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 5 x (irr-A14-15),(2) : 2 x (irr-A24-25),(1,2) : 1 x (irr-A14-15, irr-A24-25),(2,3) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A14-15', 'irr-A24-25']]]; (1,):[[5, ['irr-A14-15']]]; (2, 3):[[1, ['irr-A24-25', 'irr-B16-33']]]; (2,):[[2, ['irr-A24-25']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n46-87128c87	SU(16) x SU(24) x SO(32)	vtx-A15-257-n2-0,vtx-A23-577-n2-0,vtx-D16-272-n4-n2	0,3	-46	38	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 8 x (irr-A15-16),(1,2) : 1 x (irr-A15-16, irr-A23-24),(2,3) : 1 x (irr-A23-24, irr-D16-32)	(1, 2):[[1, ['irr-A15-16', 'irr-A23-24']]]; (1,):[[8, ['irr-A15-16']]]; (2, 3):[[1, ['irr-A23-24', 'irr-D16-32']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n45-87750a0a	SU(16) x SU(25) x SO(33)	vtx-A15-257-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,3	-45	39	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 7 x (irr-A15-16),(2) : 1 x (irr-A24-25),(1,2) : 1 x (irr-A15-16, irr-A24-25),(2,3) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A15-16', 'irr-A24-25']]]; (1,):[[7, ['irr-A15-16']]]; (2, 3):[[1, ['irr-A24-25', 'irr-B16-33']]]; (2,):[[1, ['irr-A24-25']]]
[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	clq-(0,3)-(0,3)-n37-fe19cdf7	SU(17) x SU(25) x SO(33)	vtx-A16-290-n2-0,vtx-A24-626-n2-0,vtx-B16-297-n4-n2	0,3	-37	47	3	0	3	[ 0, 0,-2]	[[-2, 1, 0], [ 1,-2, 2], [ 0, 2,-4]]	(1) : 9 x (irr-A16-17),(1,2) : 1 x (irr-A16-17, irr-A24-25),(2,3) : 1 x (irr-A24-25, irr-B16-33)	(1, 2):[[1, ['irr-A16-17', 'irr-A24-25']]]; (1,):[[9, ['irr-A16-17']]]; (2, 3):[[1, ['irr-A24-25', 'irr-B16-33']]]
